"","text","n"
"1","the river cherwell",1131
"2","flood alert river cherwell",484
"3","the cherwell river",79
"4","flood warning river cherwell",44
"5","the environment agency",39
"6","normal river cherwell",35
"7","a flood warning",34
"8","the oxford canal",27
"9","the oxford area",25
"10","the river thames",25
"11","the tranquil setting",23
"12","the river cherwell oxford",22
"13","a flood alert",20
"14","calliope river boyne river baffle creek kolan river burnett river burrum",20
"15","river cherwell",20
"16","final flood warning",18
"17","river cherwell oxford",18
"18","river noosa river sunshine coast rivers",17
"19","the day river cherwell",16
"20","burnett river burrum",15
"21","mary river noosa river sunshine coast rivers",15
"22","a flood alert notice",12
"23","river cherwell bicester",12
"24","the flood alerts",12
"25","update flood alerts",12
"26","a photo  river cherwell",11
"27","christ church meadow",11
"28","flood warning but river levels",11
"29","river cherwell oxford england",11
"30","latest river warnings",10
"31","magdalen bridge oxford",10
"32","the  agency",10
"33","the burrum river",10
"34","the cherwell boathouse",10
"35","the river ray",10
"36","to cherwell bridge",10
"37","311235 est flood warning",9
"38","a market town",9
"39","a mill house",9
"40","the oxford canal and river cherwell",9
"41","the university parks",9
"42","plane creek calliope river boyne river baffle creek kolan river burnett river burrum",8
"43","river noosa river",8
"44","the civil parish",8
"45","the nerang and coomera rivers",8
"46","415pm 10032016 river cherwell",7
"47","allthingseurope river cherwell oxford england",7
"48","cherwell boathouse oxford",7
"49","magdalen college oxford",7
"50","new flood alert",7
"51","sliding door system",7
"52","the cherwell valley",7
"53","the victoria arms",7
"54","the village pub",7
"55","the zambezi river",7
"56","three size widths",7
"57","400pm  tickets",6
"58","a general flood risk policy requirement",6
"59","disused rail bridge",6
"60","initial minor flood warning",6
"61","initial moderate flood warning",6
"62","oxford city council",6
"63","river cherwell flooding",6
"64","swollen river cherwell",6
"65","the botanical gardens",6
"66","the cherwell river oxford",6
"67","the major tributaries",6
"68","1110am 17012016 river cherwell",5
"69","217pm 14032016 river cherwell",5
"70","746am 08022016 river cherwell",5
"71","930am 13022016 river cherwell",5
"72","clear safety glass",5
"73","flood alert 805pm 09032016 river cherwell",5
"74","rising flood waters",5
"75","the elliott river catchment",5
"76","the other side",5
"77","1023am 01042016 river cherwell",4
"78","248pm 11032016 river cherwell",4
"79","943am 10032016 river cherwell",4
"80","a deer park",4
"81","a delicious meal",4
"82","a detailed method statement",4
"83","a gorgeous day",4
"84","a great day",4
"85","a large village",4
"86","a new bridge",4
"87","a planting area",4
"88","a socially distant comedy show",4
"89","cherwell boathouse",4
"90","cherwell cats protection",4
"91","cherwell windrush and ock flood alerts",4
"92","city council flood risk policy",4
"93","college riverside development",4
"94","double pocket river cottage oak",4
"95","first friday photowalk",4
"96","flood alert 352pm 02012016 river cherwell",4
"97","flood alert 827pm 29032016 river cherwell",4
"98","lady margaret hall",4
"99","mighty african river",4
"100","oxford kayak tours",4
"101","oxford university parks",4
"102","oxfords river cherwell",4
"103","photo allthingseurope river cherwell oxford england",4
"104","preseed coil rolls",4
"105","river cherwell flooding boaters",4
"106","river thames cherwell windrush",4
"107","spiceball leisure centre",4
"108","the  front",4
"109","the cherwell school",4
"110","the first time",4
"111","the oxford flickr",4
"112","the permit application process",4
"113","the riverside pavilion",4
"114","the suspicious item",4
"115","valley police officers",4
"116","021843 est initial moderate flood warning",3
"117","041731 est initial minor flood warning",3
"118","1223pm 10022016 river cherwell",3
"119","18 oxford canal navigation open towpath",3
"120","292240 est initial flood warning",3
"121","30 minute fire",3
"122","944am 11032016 river cherwell",3
"123","a 46yearold woman",3
"124","a civil rural community",3
"125","a historic market town",3
"126","a leisurely punt",3
"127","a major tributary",3
"128","a picturesque footpath",3
"129","a regular basis",3
"130","a small island",3
"131","a small winding river",3
"132","a special day",3
"133","a unique performance",3
"134","a wonderfully relaxing  paddle",3
"135","an exciting challenge",3
"136","an iconic oxford punt station",3
"137","an idyllic setting",3
"138","any riverside development",3
"139","australian government bureau",3
"140","caution bruce highway",3
"141","christ church meado",3
"142","christ church meadow oxford",3
"143","flood alert 426pm 07022016 river cherwell",3
"144","force 651pm 11032016 river cherwell",3
"145","grandmother ann powles",3
"146","its a particularly english delight",3
"147","localised flooding  catchments",3
"148","lower heyford oxfordshire",3
"149","magdalen bridge areas",3
"150","margaret christie celia sisam",3
"151","mental health problems",3
"152","my second gig",3
"153","news flood warning",3
"154","os grid reference",3
"155","oxford  river cherwell",3
"156","oxford botanic garden",3
"157","oxford river cherwell",3
"158","river cherwell christ church meadow oxford",3
"159","river cherwell departing cherwell boathouse oxford",3
"160","river cherwell family car crash",3
"161","shipton weir lock",3
"162","single pocket river cottage oak",3
"163","st hildas college",3
"164","stunning river cherwell",3
"165","the  directory",3
"166","the beautiful river cherwell",3
"167","the botanic garden",3
"168","the burrum and cherwell rivers",3
"169","the burrum and cherwell rivers catchments",3
"170","the burrum cherwell river",3
"171","the cherwell river william turner",3
"172","the city centre",3
"173","the elliot gregory",3
"174","the famous river cherwell",3
"175","the first two volumes",3
"176","the frozen river cherwell",3
"177","the last glimpses",3
"178","the lower garden",3
"179","the pub garden",3
"180","the river bank",3
"181","the river cherwell charwell",3
"182","the river cherwells",3
"183","the upper river",3
"184","this film clip",3
"185","warnings river thames",3
"186","<u+0001f324><u+0001f6a3><u+0001f3fd><u+0001f333>  river cherwell",2
"187",">  river cherwell",2
"188","010924 est flood warning",2
"189","131940mwfwb qld cherwellbruce highway",2
"190","2 bedrooms",2
"191","21 january ad",2
"192","312042 est flood warning",2
"193","4 great views river cherwell",2
"194","40 new jobs",2
"195","55yearold claudia easom",2
"196","81yearold frank markham",2
"197","a  playlist",2
"198","a  sandle",2
"199","a black swan",2
"200","a boat cruise",2
"201","a cycle ride",2
"202","a lot lot more jean stone",2
"203","a lovely sunday",2
"204","a lovely walk",2
"205","a missing man",2
"206","a mixed practice",2
"207","a punt <u+0001f6f6",2
"208","a quick drawing",2
"209","a quiet saturday afternoon",2
"210","a secluded area",2
"211","a swollen river cherwell",2
"212","a swollen river cherwell t",2
"213","a timelapse narrowboat trip",2
"214","a very high river cherwell",2
"215","a virtual journey",2
"216","all this rain",2
"217","an actual place",2
"218","an epileptic fit and lost control",2
"219","an idyllic location",2
"220","artist valerie petts",2
"221","aynho weir lock",2
"222","black dog drinks",2
"223","busy student night life",2
"224","castle quay waterfront",2
"225","cherwell boathouse iconic punt station",2
"226","cherwell river oxford",2
"227","christ church regatta",2
"228","delicious coffees teas",2
"229","excellent family home",2
"230","farmland and lowlying areas",2
"231","fire and rescue service",2
"232","flood alert 727pm 08032016 river cherwell",2
"233","foto couple kissing",2
"234","foto visitheworld river cherwell",2
"235","great food trip terry",2
"236","half mile b4 river cherwell sign",2
"237","her own life",2
"238","heyford bridge story",2
"239","important flooding info",2
"240","its a beautiful day",2
"241","its picturesque canals",2
"242","its pronounced charwell",2
"243","its the river cherwell",2
"244","jericho coffee traders",2
"245","jmw turners painting",2
"246","just ducks    river cherwell",2
"247","just some gulls",2
"248","latest flood info",2
"249","latest river heights",2
"250","magdalen bridge",2
"251","magdalen bridge pic",2
"252","magdalen college",2
"253","magdalen college oxford england",2
"254","marston ferry road",2
"255","more photos",2
"256","my favourite places",2
"257","my local river",2
"258","new post river cherwell",2
"259","new river crossing",2
"260","new spawning grounds",2
"261","new vlog river cherwell kayaking trip uk  lockdown vlog",2
"262","no traffic diversions",2
"263","old marston oxford",2
"264","one duck river cherwell",2
"265","other  tributaries",2
"266","our flooding page",2
"267","oxford cherwell river",2
"268","oxford city centre",2
"269","oxford uni parks",2
"270","oxford united kingdom",2
"271","oxford woman lorraine easom",2
"272","oxfords beautiful river cherwell",2
"273","parsons pleasure bathing place",2
"274","parsons pleasure oxford",2
"275","punt river cherwell",2
"276","red  oxford",2
"277","river cherwell april",2
"278","river cherwell borders",2
"279","river cherwell christ church meadow",2
"280","river cherwell floods",2
"281","river cherwell oxford canal",2
"282","river cherwell police",2
"283","spiceball footbridge  banbury  river cherwell",2
"284","spiceball footbridge  banbury  river cherwell  castle river bridge",2
"285","spiceball park banbury",2
"286","spires  river cherwell",2
"287","such a beautiful countryside",2
"288","the    list",2
"289","the  cherwell",2
"290","the  restaurant <u+0001f35d",2
"291","the  river",2
"292","the  river jumping tradition",2
"293","the  shipton",2
"294","the  town centre",2
"295","the 150th anniversary",2
"296","the beautiful oxfordshire waterways",2
"297","the best features",2
"298","the botanic gardens",2
"299","the cherwell district",2
"300","the cherwell valley line",2
"301","the cherwell william turner",2
"302","the cherwellburrum burnett kolan rivers",2
"303","the countrys drought",2
"304","the doomsday book",2
"305","the dreaming spires",2
"306","the embankment motorway side",2
"307","the fence m40",2
"308","the flood waters",2
"309","the full force",2
"310","the hot weather",2
"311","the latest information",2
"312","the lye valley",2
"313","the magdalen bridge",2
"314","the magdalen bridge boathouse",2
"315","the marston ferry road",2
"316","the met office",2
"317","the met office environment agency",2
"318","the new pavillion",2
"319","the old marston ferry",2
"320","the picturesque river cherwell",2
"321","the playing fields",2
"322","the river avon",2
"323","the river cam",2
"324","the river cherwell alcohol",2
"325","the river cherwell banbury",2
"326","the river commemorate",2
"327","the river oak cottage cherwell",2
"328","the river university parks",2
"329","the school grounds",2
"330","the south oxford canal",2
"331","the subsequent fight",2
"332","the tea hut",2
"333","the thames confluence",2
"334","the the cropredy and banbury areas",2
"335","the tranquil river cherwell oxford",2
"336","the upper and lower levels",2
"337","the vicky arms",2
"338","the village pub garden",2
"339","the wolfson college bridge",2
"340","this beautiful photo",2
"341","this beautiful sound",2
"342","this wonderful ancient black poplar",2
"343","thousands upon thousands",2
"344","tour andclimb carfax tower",2
"345","two flood warnings",2
"346","update search and rescue cherwell river bundaberg area",2
"347","water eaton road",2
"348","william turner",2
"349","wolfson college oxford",2
"350","your future visit",2
"351","your great escape",2
"352","your sloppy journalism",2
"353","£15m  alleviation scheme",1
"354","<u+0001f4cd>river cherwell",1
"355","<u+0001f4f7> visitheworld river cherwell",1
"356","<u+0001f6a3><u+0001f3fc><u+2764><u+fe0f>  river cherwell",1
"357","<u+0628><u+0639><u+062f><u+0633><u+062a><u+064a>  oxford  river cherwell",1
"358",">    book",1
"359",">  2 bathrooms",1
"360",">  most beautiful architecture",1
"361","010409 est final flood warning",1
"362","013  2 1male 1 fem goosander  river cherwell bardwell road",1
"363","022036 est moderate flood warning",1
"364","022332 est minor flood warning",1
"365","030836 est final flood warning",1
"366","050846 est final flood warning",1
"367","052316 est initial flood warning",1
"368","06 june",1
"369","060719 est final flood warning",1
"370","07 november ad",1
"371","0834 1 december",1
"372","1 university park 2 bank",1
"373","10 oxford colleges",1
"374","1002am 24012018 river cherwell",1
"375","107 year old kilsby",1
"376","1132am 02042018 river cherwell",1
"377","117pm 31032018 river cherwell",1
"378","12th march 2016 river cherwell",1
"379","141013 2348 reports",1
"380","144 900  imm prob 2cy marsh harrier  woodeaton sp526126 flyover",1
"381","1458 magdalen college",1
"382","14th november 2014 jubilee bridge",1
"383","15lb 9oz barbel",1
"384","162003 est initial moderate flood warning",1
"385","1644 sir william waller",1
"386","16th mar 18 oxford canal navigation open towpath",1
"387","17 river cherwell",1
"388","171342 est minor flood warning",1
"389","171715 est minor flood warning",1
"390","171922 est moderate flood warning",1
"391","1754 thomas francis wenman",1
"392","18 dec 2020 duration",1
"393","18 flood alerts",1
"394","180713 est final flood warning",1
"395","181322 est minor flood warning",1
"396","181700 est flood warning",1
"397","1836 good news",1
"398","190824 est final flood warning",1
"399","1967 river cherwell",1
"400","2 punt",1
"401","2 the lodge oxfordshire",1
"402","2 upstream development",1
"403","20 concrete piers",1
"404","20 march 2013 water levels",1
"405","2016 11 gassmann",1
"406","23 times original width",1
"407","2312  male goosander  university parks",1
"408","25  river cherwell",1
"409","261220 severe fines",1
"410","262 930  2 pair goosander",1
"411","27th june river",1
"412","280513 1253 lorry fire",1
"413","2812 1318  mail goosander  university parks river cherwell",1
"414","291 1430  2 1m1f pintail  water eaton water eatonsparsey cherwell",1
"415","2x slow worms",1
"416","3 bedrooms",1
"417","3 daysthis trip",1
"418","3 old drovers roads",1
"419","3 wander handinhand",1
"420","300850 est flood warning",1
"421","300pm  tickets",1
"422","301652 est moderate flood warning",1
"423","302153 est moderate flood warning",1
"424","302223 est minor flood warning",1
"425","310903 est minor flood warning",1
"426","311600 est minor flood warning",1
"427","32 wordsweek spend work time",1
"428","35+ acres",1
"429","3bp hook nortonreal alefood",1
"430","4 male goosander  university parks",1
"431","4 oxfordshire waterways",1
"432","4 slow waters",1
"433","4 tier cv19 alert system",1
"434","4+ years gt",1
"435","5 pupil hector",1
"436","5 whole new pence",1
"437","6 foot snowdrifts",1
