"","text","n"
"1","flood alert upper river",321
"2","wey dey river",62
"3","kayaker grant broster",58
"4","the river thames",58
"5","all the fish",56
"6","owl  papercourt water meadows",49
"7","police search river",49
"8","wey m25 wisley",49
"9","small pikin wey",46
"10","flood warning river",45
"11","tannery lane cross footbridge",44
"12","the river wey",43
"13","the beautiful river",40
"14","the environment agency",36
"15","normal upper river",35
"16","cross river state",34
"17","the ifootpath app",32
"18","the basingstoke canal",30
"19","river wey mill lane",28
"20","the wey navigation",28
"21","the wey river",28
"22","wey  godalming navigations",28
"23","the upper river",27
"24","the wey river festival",25
"25","08012016 upper river",24
"26","millmead lock river",24
"27","wey river festival",24
"28","intensive lotion mai cup",23
"29","a flood alert",22
"30","back cross river",22
"31","wey dey dance ontop river",22
"32","a flood warning",18
"33","all the fishes",18
"34","basket fetch water",18
"35","the national trust",18
"36","your midweek break",18
"37","still late afternoon park",17
"38","wey dey flow",17
"39","a missing kayaker",16
"40","cross river dey complain",16
"41","benson dual steering cruiser",15
"42","capsized river kayaker searches",15
"43","missing guildford kayaker",14
"44","riverside walk river",14
"45","the first time",14
"46","a  video",13
"47","flood alert 801pm 30122015 upper river",13
"48","that girl 2 en mouth",13
"49","the unruly gang",13
"50","wey dem dey",13
"51","wey guildford incident",13
"52","1122am 22112016 upper river",12
"53","12012016 upper river",12
"54","1204pm 31122015 upper river",12
"55","532pm 27012016 upper river",12
"56","554pm 02012016 upper river",12
"57","916pm 26082015 upper river",12
"58","a glorious afternoon",12
"59","back cross river dey complain",12
"60","flood alert 130pm 26082015 upper river",12
"61","force 412pm 28012016 upper river",12
"62","gpx powered map directions",12
"63","the wey and arun canal",12
"64","town bridge river",12
"65","wey dey river niger",12
"66","23062016 upper river",11
"67","a lovely walk",11
"68","flood alert 551pm",11
"69","its the river",11
"70","surrey  box hill",11
"71","surrey  walking guide",11
"72","the 5 best photo locations",11
"73","the best wild swimming spots",11
"74","the ifootpath website",11
"75","the one wey",11
"76","the river bank",11
"77","the tow path",11
"78","thursley common newark priory river",11
"79","wey missing kayaker",11
"80","07022016 upper river",10
"81","1002am 10022016 upper river",10
"82","10032016 upper river",10
"83","25062016 upper river",10
"84","29032016 upper river",10
"85","825pm 27032016 upper river",10
"86","a ruined priory",10
"87","an incredible 19mile cycling route",10
"88","flood alert 102pm 29032016 upper river",10
"89","flood alert 555pm",10
"90","flood alert 852pm 09032016 upper river",10
"91","its don jazzy",10
"92","the album river",10
"93","the high street",10
"94","the lovely river",10
"95","the north downs",10
"96","wey life belt dispute",10
"97","wey search operation",10
"98","730am ogbonge news",9
"99","a broom workshop",9
"100","a canal boat",9
"101","a lovely day",9
"102","a nice walk",9
"103","carp discussion river",9
"104","extraordinary rescue workers",9
"105","front and upper sundecks",9
"106","guildford town centre",9
"107","missing grant broster",9
"108","new haw lock",9
"109","no dey swallow person",9
"110","no dey use spit",9
"111","some  activities",9
"112","spit wash hand",9
"113","the   route",9
"114","the river mole",9
"115","wey life belts",9
"116","wey navigation canal",9
"117","wey river dey",9
"118","zero  turtle river park",9
"119","10 guildford |",8
"120","a boat trip",8
"121","all the fish wey dey river shout",8
"122","kayaker grant brosters body",8
"123","news flood warning",8
"124","rt  person",8
"125","suspected missing kayaker",8
"126","the  river",8
"127","the river arun",8
"128","wey borelli walk farnham surrey",8
"129","wey guildford death",8
"130","wey kayaker overturns",8
"131","wey missing kayaker grant brosters family",8
"132","wey tow path",8
"133","£800  grant",7
"134","4 back cross river",7
"135","4 back cross river dey complain",7
"136","a bigger dedicated nature reserve",7
"137","a great day",7
"138","a green and thriving community",7
"139","all the fish wey dey river niger",7
"140","completely obliterated images",7
"141","dapdune wharf guildford",7
"142","dem dey call",7
"143","farncombe boat house",7
"144","guildford masterplan vision group",7
"145","hoar frost river",7
"146","increased fish stock",7
"147","missing guildford kayaker grant broster",7
"148","no dey complain",7
"149","no dey flow",7
"150","passfield mill business park standford frensham",7
"151","river manhunt police",7
"152","river thames river",7
"153","robert harding 10x8 print hoar frost",7
"154","south east england",7
"155","spacious dual steering cruiser",7
"156","surrey england united kingdom europe",7
"157","the  angling association",7
"158","the anchor pub",7
"159","the consul cruiser",7
"160","the elegance cruiser",7
"161","the flood warnings",7
"162","the magnifique cruiser",7
"163","the niger river",7
"164","the tango cruiser",7
"165","the water candaign",7
"166","triggs lock river",7
"167","unique dual steering cruiser",7
"168","unruly party  live performance",7
"169","wetin dey drum foram",7
"170","wey bank clearance",7
"171","wey connecting waverley",7
"172","wey flood alert timing",7
"173","wey guildford death file",7
"174","wey plus new community facilities measures",7
"175","£1million project",6
"176","1130am tinkili news",6
"177","a fallen tree",6
"178","a great time",6
"179","a rural setting overlooking fields",6
"180","all the fun",6
"181","any ocean gan",6
"182","dey yarn naijafm",6
"183","emergency search river",6
"184","grand prix hurricane gert",6
"185","kayaker grant broster runs",6
"186","major emergency services presence",6
"187","michael j roff photography",6
"188","missing guildford man",6
"189","more rain forecast",6
"190","multi adsbx manoeuvring",6
"191","new lock location",6
"192","no dey use",6
"193","offduty bus driver",6
"194","river niger gan",6
"195","second world war artillery shells",6
"196","the 41hectare sustainable development",6
"197","the ambassador narrowboat",6
"198","the archive railing support",6
"199","the cranleigh waters",6
"200","the lower river",6
"201","the other side",6
"202","the picturesque river",6
"203","the river side",6
"204","the river weyguildford",6
"205","the same river",6
"206","the town centre",6
"207","the wellmaintained towpath",6
"208","the wey navigations",6
"209","video shows group",6
"210","water don carry",6
"211","wey  guildford",6
"212","wey flood warnings",6
"213","wey real ale",6
"214","wey search body",6
"215","wey wan form pastor",6
"216","£100000 fine",5
"217","a demolition belt",5
"218","a few photos",5
"219","a mans body",5
"220","a rainy day",5
"221","a sheltered bay",5
"222","a short walk",5
"223","all mai enemies",5
"224","all the river",5
"225","all the water",5
"226","broster search body",5
"227","cross river talk",5
"228","curly kale recce river",5
"229","family name river",5
"230","its former leat",5
"231","julie ann holway",5
"232","large al fresco",5
"233","massive willow tree",5
"234","match fish mumu",5
"235","muted posthorn symbol",5
"236","my own nko lol",5
"237","new  journal entry",5
"238","new blog post",5
"239","new canal boats",5
"240","new location river",5
"241","new paddle point",5
"242","new post canal boats",5
"243","no dey play",5
"244","no fit dey use",5
"245","person wey river",5
"246","police rescue teenage girl",5
"247","river wey navigation",5
"248","riverside nature reserve",5
"249","shalford water meadows",5
"250","surrey swanded residents",5
"251","the car park",5
"252","the caversham royal class cruiser",5
"253","the first person",5
"254","the geh wey sabi fuck pass",5
"255","the lammas lands",5
"256","the national trusts",5
"257","the one wey dey",5
"258","the right answer",5
"259","the river blackwater",5
"260","the rowbarge pub",5
"261","the south downs",5
"262","the tranquil river",5
"263","this one wey neva cross river",5
"264","u¯<u+0336><u+0325>°",5
"265","wey bank u",5
"266","wey dem catch",5
"267","wey dey smell",5
"268","wey guildford death screams",5
"269","wey meadows council issues injunction",5
"270","wey navigation real ale",5
"271","wey pastor carry",5
"272","wey una dey",5
"273","> live performance",4
