"","X","text","n"
"1",1,"the river churn",181
"2",2,"the santa fe river",148
"3",3,"throwaway plastic bottles",148
"4",4,"flood alert river churn",136
"5",5,"jamaica west river bank",42
"6",6,"remainder g4 cherebus",42
"7",7,"flood warning river churn",30
"8",8,"the east river",17
"9",9,"giant water wheel",13
"10",10,"la river water",13
"11",11,"the lower manhattan pot",12
"12",12,"the river churn valley",12
"13",13,"new ecommerce research",11
"14",14,"the river thames",11
"15",15,"the hvítá river",10
"16",16,"the potomac river",10
"17",17,"a low hill",9
"18",18,"central america threats",9
"19",19,"my callused hands",8
"20",20,"new commissioned ecommerce research",8
"21",21,"normal river churn",8
"22",22,"a fountain geyser",7
"23",23,"proposed colorado river power plant",7
"24",24,"a geothermal area",6
"25",25,"the san juan river",6
