"","X","text","n"
"1",1,"the cotswold water park",142
"2",2,"cotswold water park",114
"3",3,"cotswold water park lake",18
"4",4,"de vere cotswold water park",10
"5",5,"the 40 sq mile lake area",10
"6",6,"beautiful english countryside",9
"7",7,"this beautifully created collection",9
"8",8,"cotswold water park lake search",8
"9",9,"32 cotswold water park",7
"10",10,"pochard holiday lodges",7
"11",11,"easy flat short ride",6
"12",12,"lake system",6
"13",13,"the  water park",6
"14",14,"the de vere cotswold water park",6
"15",15,"the united kingdoms",6
"16",16,"the wiltshiregloucestershire border",6
"17",17,"ward water park",6
"18",18,"31 cotswold country park",5
"19",19,"four pillars hotel",5
"20",20,"the album lake",5
"21",21,"when near lake edges",5
"22",22,"6 spine road east south cerney",4
"23",23,"a lake view room",4
"24",24,"common tern lake",4
"25",25,"fishing holidays tennis boules adventure playground",4
