"","X","text","n"
"1",1,"the river thames",35
"2",2,"the thames path",5
"3",3,"the thames barrier",3
"4",4,"a national trail",2
"5",5,"the thames head",2
"6",6,"the thames river",2
"7",7,"a fantastic 10 mile walk",1
"8",8,"a few hours",1
"9",9,"a few spaces",1
"10",10,"a magical  location",1
"11",11,"a major river",1
"12",12,"a mile nw",1
"13",13,"a mini adventure",1
"14",14,"a monument  plaque",1
"15",15,"a rowing boat",1
"16",16,"a small paper boat",1
"17",17,"a soggy patch",1
"18",18,"a sweltering northeast kent",1
"19",19,"a very big thrill",1
"20",20,"a village kemble",1
"21",21,"a winterbourne meaning",1
"22",22,"a wonderful walk",1
"23",23,"a wood east",1
"24",24,"all our grandchildren",1
"25",25,"an early start",1
