"","text","n"
"1","flood alert upper river mole ifield brook gatwick stream burstow stream",75
"2","flood alert ifield brook upper river mole gatwick stream burstow stream",60
"3","ifield brook meadows",52
"4","the river mole",28
"5","ifield brook upper river mole gatwick stream burstow stream",19
"6","normal upper river mole ifield brook gatwick stream burstow stream",19
"7","a flood alert",15
"8","the environment agency",14
"9","the upper river mole ifield brook gatwick stream burstow stream",10
"10","04012016 ifield brook upperrvrmole gatwick stream burstow stream",9
"11","501pm 16092016 ifield brook upperrvrmole gatwick stream burstow stream",9
"12","826pm 09032016 ifield brook upperrvrmole gatwick stream burstow stream",9
"13","839am 09032016 ifield brook upperrvrmole gatwick stream burstow",9
"14","935am 08012016 ifield brook upperrvrmole gatwick stream burstow stream",9
"15","1011am 07012016 ifield brook upperrvrmole gatwick stream burstow",8
"16","559pm 13012016 ifield brook upperrvrmole gatwick stream burstow",8
"17","722am 11012016 ifield brook upperrvrmole gatwick stream burstow",8
"18","848pm 02012016 ifield brook upperrvrmole gatwick stream burstow",8
"19","909am 13072016 ifield brook upperrvrmole gatwick stream burstow stream",8
"20","flood alert 612am 28032016 ifield brook upperrvrmole gatwick stream burstow",8
"21","flood alert 621pm 15092016 ifield brook upperrvrmole gatwick stream burstow",8
"22","the ifield brook",8
"23","707pm 22062016 ifield brook upperrvrmole gatwick stream burstow",7
"24","844pm 12072016 ifield brook upperrvrmole gatwick stream burstow",7
"25","a flood warning",7
"26","flood alert 533pm 07022016 ifield brook upperrvrmole gatwick stream burstow",7
"27","ifield brook upper river mole gatwick stream",6
"28","ifield brook upper river mole",5
"29","normal ifield brook upper river mole gatwick stream burstow stream",5
"30","the ifield brook upper river mole gatwick stream burstow stream",5
"31","upper river mole ifield brook gatwick stream burstow stream",5
"32","all private land signs",4
"33","ifield brook and river mole",4
"34","location ifield brook upper river mole burstow stream",4
"35","the day dandelion",4
"36","the friendly dragon",4
"37","1759 13 january",3
"38","a concerned resident",3
"39","crawley borough council",3
"40","environment agency flood alert",3
"41","flood alert flooding",3
"42","flood warning ifield brook",3
"43","ifield brook fields",3
"44","ifield brook upper river mole gatwick stream burstow",3
"45","the ifield brook and river mole",3
"46","the upper river mole",3
"47","a short story",2
"48","environment agency issues",2
"49","flood alert 621pm 15092016 ifield brook upperrvrmole gatwick stream",2
"50","flood alert 707pm 22062016 ifield brook upperrvrmole gatwick stream",2
"51","flood alert 844pm 12072016 ifield brook upperrvrmole gatwick stream",2
"52","ifield brook upper river mole burstow stream",2
"53","normal ifield brook",2
"54","normal upper river mole",2
"55","the brook brothers",2
"56","the ifield society archives",2
"57","the river eden",2
"58","<u+2614> flood alert",1
"59","04032019 upperrvrmole ifield brook gatwick strea",1
"60","07012016 ifield brook upperrvrmole gatwick strea",1
"61","0714 6 march",1
"62","0755 5 march",1
"63","0839 9 march",1
"64","09032016 ifield brook upperrvrmole gatwick stream burstow stream",1
"65","1 ifield brook",1
"66","1 mistle thrush",1
"67","12 jan  location ifield brook upper river mole burstow stream",1
"68","13 male whitethroats",1
"69","1347 6 march",1
"70","15 2017  petition",1
"71","15 jan  location ifield brook upper river mole burstow stream",1
"72","1546 5 march",1
"73","2 skylark 7 whitethroat 7 blackcaps green woody kestrel",1
"74","20 dec 2013 location  ifield brook",1
"75","2013 5 march",1
"76","2016 ifield brook crawley upper river mole",1
"77","2055 ifield brook",1
"78","215 to 315 fromto ifield mill",1
"79","3 beautiful demoiselles",1
"80","3 flyover gyppie",1
"81","533pm ifield brook upper river mole gatwick stream",1
"82","559pm 13012016 ifield brook upperrvrmole gatwick stream",1
"83","6 norwegian wood",1
"84","7 hogsmill mole ifield brook blackwater cranleigh waters upper river",1
"85","711pm 28032016 ifield brook upperrvrmole gatwick stream burstow stream",1
"86","722am 11012016 ifield brook upperrvrmole gatwick stream",1
"87","839am 09032016 ifield brook upperrvrmole gatwick stream",1
"88","9 march 1963 billy fury joe brown billie",1
"89","a  alert",1
"90","a 7page document",1
"91","a bank vole clime",1
"92","a bike ride",1
"93","a buzzard family male sparrowhawk",1
"94","a copy email",1
"95","a dragons trail ramblette",1
"96","a great time",1
"97","a local plan policy",1
"98","a local wood",1
"99","a magnificent male",1
"100","a quite a few photographs",1
"101","a remnant saxon",1
"102","a scarce species",1
"103","a short walk",1
"104","a singing garden warbler kestrel 4 skylarks",1
"105","a small copper",1
"106","a small tortoiseshell",1
"107","a tiny pond",1
"108","a very definite echo",1
"109","a very long thin field google maps",1
"110","a yellow weather",1
"111","afternoon walk xx  ifield brook",1
"112","alert south flood warning update",1
"113","all its tributaries",1
"114","an evening walk",1
"115","an ifield society ramblette",1
"116","an unexpected redwing male yellowhammer 2 skylarks",1
"117","as usual the tawney owls",1
"118","associated concrete help",1
"119","august 5 2019  monster plan",1
"120","aware  ifield brook upper river mole gatwick stream burstow stream",1
"121","aware upper river mole ifield brook gatwick stream burstow stream salford stream",1
"122","beautiful walk",1
"123","brook connecting crawley",1
"124","brown small white",1
"125","buchan country park",1
"126","buzzards 9 blackcaps",1
"127","concern upper river mole ifield brook gatwick stream burstow stream",1
"128","crawley local plan",1
"129","development ifield brook meadows",1
"130","enviroment agency flood alert ifield brook upper river mole gatwick stream burstow stream",1
