"","X","text","n"
"1",1,"pond nature reserve",6
"2",2,"an old military shell",2
"3",3,"pond  police",2
"4",4,"11am  lily hill park",1
"5",5,"2 separate pairs",1
"6",6,"3pm  swinley park",1
"7",7,"930am  savernake lake",1
"8",8,"a 9mile rangerled walk",1
"9",9,"a charming period detached house",1
"10",10,"a controlled explosion",1
"11",11,"a foggy morning walk",1
"12",12,"a large fire",1
"13",13,"a lazy saturday",1
"14",14,"a likely but unconfirmed woodcock",1
"15",15,"a little gem",1
"16",16,"a local nature reserve",1
"17",17,"a lovely snowy day",1
"18",18,"a nature reserve",1
"19",19,"a new generation",1
"20",20,"a nice little hidden gem",1
"21",21,"a nice pond",1
"22",22,"a public open space",1
"23",23,"a rambler walk",1
"24",24,"a summers day",1
"25",25,"a volunteer led walk",1
