"","text","n"
"1","flood alert middle river",195
"2","the river level",157
"3","the river roding",148
"4","the roding river",33
"5","a flood alert",27
"6","flood alert upper river",23
"7","the middle river",22
"8","the desirable neighbourhood",19
"9","the environment agency",19
"10","the lower river roding",19
"11","east londons river",18
"12","normal middle river",17
"13","the river roding trust",16
"14","new humber river hospital yorkdale mall downsview park allen road highway",15
"15","the flood alert",15
"16","wanstead historic image",15
"17","a flood warning",13
"18","the lower river",11
"19","a  warning",9
"20","a very real flood risk",9
"21","the wanstead and woodford area",9
"22","lucille melanie sanders",8
"23","river roding ilford",8
"24","the great contrasts",8
"25","more detail",7
"26","the river lea",7
"27","wanstead park photo",7
"28","23062016 lower river",6
"29","bbc news  body",6
"30","the catastrophic floods",6
"31","environment agency  flood alert",5
"32","old sewage works",5
"33","the  river",5
"34","the day part",5
"35","the river roding project",5
"36","the upper river",5
"37","305pm 03012016 middle river",4
"38","911 new homes",4
"39","a brisk walk",4
"40","a flooded football pitch",4
"41","a long walk",4
"42","a lovely walk",4
"43","a nature reserve",4
"44","advice call flood line",4
"45","cllrs flood alert",4
"46","flood defence plan",4
"47","kelvedon hatch village hall",4
"48","missing pensioner nancy ryan",4
"49","my local river",4
"50","new humber river hospital yorkdale mall downsview park york university",4
"51","normal upper roding",4
"52","painting passingford mill essex river",4
"53","redbridge flood alert",4
"54","the river ching",4
"55","the river roding mate",4
"56","the sunny banks",4
"57","the west side",4
"58","this inviting home welcome",4
"59","valley nature reserve",4
"60","woodford bridge woman",4
"61","a community drop",3
"62","a great fishing fleet",3
"63","a key part",3
"64","a long association",3
"65","a snowy river",3
"66","check river levels",3
"67","craft   water world",3
"68","environment agency issue flood warning",3
"69","finally some hope",3
"70","flood alert flood alerts",3
"71","flood alert upper roding",3
"72","forest  river",3
"73","london v2 lrr rocket",3
"74","londons metropolitan essex",3
"75","more heavy rain",3
"76","new flood scheme",3
"77","our   team",3
"78","our river dipping event",3
"79","our roding stretches",3
"80","redbridge river roding",3
"81","river roding essex",3
"82","river roding walk",3
"83","river roding webcam",3
"84","river water levels",3
"85","stuart london hugh myddelton",3
"86","the barking creek barrier",3
"87","the east end",3
"88","the first time",3
"89","the golf course",3
"90","the lower roding flooding",3
"91","the lower roding team",3
"92","the river roding redbridge woodford wanstead",3
"93","the river roding webcam",3
"94","the river rom",3
"95","the river thames",3
"96","two dead dogs",3
"97","wanstead park rd ilford",3
"98","west essex guardian series",3
"99","woodford bridge family",3
"100","05012016 middle river",2
"101","14012016 middle river",2
"102","1637 8 january",2
"103","1823 25 june",2
"104","23062016 middle river",2
"105","23062016 upper river",2
"106","28032016 middle river",2
"107","30032016 middle river",2
"108","809pm 07012016 middle river",2
"109","909pm 12062016 upper river",2
"110","a beautiful walk",2
"111","a dragonfly walk",2
"112","a eurocopter mbbbk 117 c2 ec145 callsign gmpsc",2
"113","a favourite walk",2
"114","a few more fish",2
"115","a little egret",2
"116","a long way",2
"117","a new park",2
"118","a plastic tide",2
"119","a pretty little village",2
"120","a short reach",2
"121","a small roach",2
"122","a steep bank",2
"123","a temporary footbridge",2
"124","a tidal wave",2
"125","a vibrant barking riviera",2
"126","a virtual tour",2
"127","all the trees",2
"128","amber flood alert",2
"129","an oblique aerial photograph",2
"130","an open sewer",2
"131","an overnight flood alert",2
"132","an urban river",2
"133","another great day",2
"134","blocked rubbish filled river",2
"135","breaking environment agency",2
"136","environment agency issue flood alert",2
"137","flood alert  levels",2
"138","flood strategy plans",2
"139","flood warning river",2
"140","forums  angling clubs",2
"141","future catastrophe lower river",2
"142","her small shaking body",2
"143","his new river",2
"144","historic england britain",2
"145","ilford gas works",2
"146","inc ongar fyfield high ongar",2
"147","its a great route",2
"148","its the river",2
"149","its usual level",2
"150","janet seward ilford and district hist mon",2
"151","large intertidal projects",2
"152","loughton buckhurst hill",2
"153","loughtonbuckhurst hill flood alert",2
"154","low lying land",2
"155","lower river roding",2
"156","lower roding team",2
"157","mayesbrook park lake",2
"158","mitsie female jack russell",2
"159","more bad weather",2
"160","my knees ankles",2
"161","my left hand",2
"162","nature reserve bradwell road",2
"163","near a113 abridgestapleford tawney",2
"164","next regeneration hotspot",2
"165","normal lower river",2
"166","our  team",2
"167","our little river",2
"168","redbridge womans body",2
"169","river roding",2
"170","river roding flood plans",2
"171","river roding forumspro",2
"172","river roding level",2
"173","river roding levels",2
"174","river roding meeting point",2
"175","river roding stevec",2
"176","smew wanstead park",2
"177","south woodford",2
"178","the  team",2
"179","the  vikings",2
"180","the 61yearold woman",2
"181","the a12 lakes",2
"182","the barking barrier",2
"183","the beautiful river",2
"184","the big pool",2
"185","the coming years",2
"186","the east ham",2
"187","the essex river",2
"188","the final push",2
"189","the flooding call",2
"190","the front door",2
"191","the ilford stretch",2
"192","the lower river roding check",2
"193","the middle and lower parts",2
"194","the most rubbish",2
"195","the new year",2
"196","the old sewage works",2
"197","the other side",2
"198","the past 5729 and 5730 haystacks",2
"199","the river roding and epping forest",2
"200","the river roding catchment",2
"201","the river roding ilford",2
"202","the river roding runs",2
"203","the river rodings",2
"204","the roding rivers",2
"205","the roding valley",2
"206","the south picture",2
"207","the southwest 1949 pictures",2
"208","the steering wheel",2
"209","the thames barrier",2
"210","the third time",2
"211","the tidal section",2
"212","the urban river",2
"213","the water level",2
"214","the white flowers",2
"215","two flood alerts",2
"216","water situation report",2
"217","weather  issues",2
"218","your own red bridge",2
"219","£1850 pcm",1
"220","£3million plan",1
"221","£75000 community fund",1
"222","£900k river regeneration proposal",1
"223","<u+0001f3b5>row row row",1
"224","<u+0001f6b2>new segregated lanes",1
"225","<u+26a0><u+fe0f>flood warnings",1
"226","> my 1st london minnow",1
"227","0043 008 miles",1
"228","0043 024 miles",1
"229","0044 009 miles",1
"230","0045 013 miles",1
"231","0519 21 december",1
"232","0732 025 miles",1
"233","0834 27 december",1
"234","0839 25 june",1
"235","0918 26 january",1
"236","0933 1 april",1
"237","0939 7 december",1
"238","0941 31 march",1
"239","0944 7 march",1
"240","0947 2 march",1
"241","1 juv1w iceland gull",1
"242","10 pump fire",1
"243","10 river systems",1
"244","100 basic principles",1
"245","10022012 07150800 wanstead park 1 smew redhead",1
"246","1009 19 december",1
"247","1030am join il guided walk",1
"248","1041am 28122017 middle river",1
"249","10am lakeside diner whipps crross road",1
"250","11012016 upper river",1
"251","11am book",1
"252","11am details",1
"253","12pm6  high road ilford",1
"254","13062016 upper river",1
"255","14 different sites",1
"256","147 new homes",1
"257","15 cent gate",1
"258","1538 4 april",1
"259","1554 23 december",1
"260","17 flood alerts",1
"261","17032012 10001330 wanstead park",1
"262","1847 exmuseum river",1
"263","18yearold luke harwood",1
"264","1904 3 view",1
"265","1942 5 december",1
"266","1km reps",1
"267","1st afternoonevening session",1
"268","1st day river season",1
"269","2 another view",1
"270","2 important home games",1
"271","2 little egret",1
"272","2 little egrets",1
"273","2 water rail 2 teal little grebe",1
"274","2000 more rain",1
"275","2009 24 june",1
"276","2020s first round",1
"277","2106 30 march",1
"278","22012018 middle river",1
"279","22042018       river",1
"280","25032018       river",1
"281","25717 charlie male siberian husky    park",1
"282","26062016 upper river",1
"283","2728 debris part tyre",1
"284","3 double bedroom house |",1
"285","3 little egret",1
"286","3 roe 8 reds",1
"287","3000 local people",1
"288","30012017 upper river",1
"289","30032018 middle river",1
"290","310pm 30012017 middle river",1
"291","35 black poplars",1
"292","3570 f35 late macro version",1
"293","3x flood alerts",1
"294","40+ bags",1
"295","47 misbourne 45 crane",1
"296","5km 2934 555 minkm new route",1
"297","6 goosander teal",1
"298","6 goosanders teal",1
"299","7am bridge",1
"300","7pm talk",1
"301","8 no longer a functioning river",1
"302","800pm st michaels",1
"303","84 nightingale lne",1
"304","8pm  st michaels",1
"305","900 new homes",1
"306","912am 04012018 middle river",1
"307","951pm 13122017 upper river",1
"308","9th march  doors",1
"309","a   white brassica hunt",1
"310","a  catch",1
"311","a  defence",1
"312","a  magcone rig insitu investigation",1
"313","a  pipe",1
"314","a  playlist",1
"315","a  river",1
"316","a  video",1
"317","a <u+0001f697><u+0001f462",1
"318","a 1 hr very brisk walk",1
"319","a 10 mile easy <u+0001f3c3><u+200d><u+2642><u+fe0f> river roding roding valley park old raf",1
"320","a 11am river",1
"321","a 12oz pech",1
"322","a 20km loop",1
"323","a 24 hour emergency team",1
"324","a 45 min film screening",1
"325","a 501 km",1
"326","a 57 bel air nomad river",1
"327","a 661 km",1
"328","a 726km pace",1
"329","a 9 hour session",1
"330","a bad way",1
"331","a balcony land",1
"332","a barn owl",1
"333","a beach bruv river",1
"334","a beautiful baby grass",1
"335","a beautiful day",1
"336","a beautiful evening",1
"337","a beautiful kingfisher",1
"338","a beautiful private meadow",1
"339","a beautiful unspoiled field",1
"340","a better river roding",1
"341","a big barrier",1
"342","a big shout",1
"343","a big thankyou",1
"344","a bike ride",1
"345","a blue flash",1
"346","a brand new record",1
"347","a break wth",1
"348","a brisk winter",1
"349","a british subject",1
"350","a buggy path",1
"351","a bus option",1
"352","a busy day",1
"353","a busy week",1
"354","a call one evening",1
"355","a case study",1
"356","a chocolate river",1
"357","a christmas appearance",1
"358","a classic car fan",1
"359","a close encounter",1
"360","a closed email list",1
"361","a closer look",1
"362","a cold day waist",1
"363","a cold drink",1
"364","a common sight",1
"365","a conspiracy river roding",1
"366","a continuous linear park",1
"367","a crucial clash",1
"368","a cute home",1
"369","a cycle path",1
"370","a cycle way",1
"371","a darker river",1
"372","a dead body",1
"373","a dead end",1
"374","a deceased person",1
"375","a decent and pleasant walk",1
"376","a decent carp",1
"377","a decent snap",1
"378","a delicious breakfast darren",1
"379","a delicious lunch",1
"380","a detailed report",1
"381","a different angle",1
"382","a different perspective",1
"383","a disgusting sewage discharge",1
"384","a distant memory",1
"385","a distant shot",1
"386","a disused pumping station",1
"387","a drain pressure",1
"388","a drainage project",1
"389","a dredger heads",1
"390","a dried up ditch",1
"391","a dry few days",1
"392","a eurocopter ec135 t2 callsign ukp37",1
"393","a eurocopter mbbbk 117 c2 ec145 callsign gmpsa",1
"394","a extinction rebellion",1
"395","a fabulous walk",1
"396","a fantastic project",1
"397","a festive mood",1
"398","a few  1 ilford bridge",1
"399","a few chub aswell",1
"400","a few days",1
"401","a few hours",1
"402","a few metres",1
"403","a few occasionsa milky white substance",1
"404","a few people",1
"405","a few roding river place names",1
"406","a few sightings",1
"407","a few weeds",1
"408","a film screening",1
"409","a fish pass",1
"410","a fit youngster",1
"411","a flooded pavilion",1
"412","a flowing river",1
"413","a forgotten 19th century shipping disaster",1
"414","a former glory",1
"415","a former village",1
"416","a free adult dragonfly identification workshop",1
"417","a freudian slip",1
"418","a friendly lad",1
"419","a frisky but battlescarred cat",1
"420","a full barking creek",1
"421","a full moon",1
"422","a fundraising appeal",1
"423","a funny smell",1
"424","a further deal",1
"425","a gentle walk",1
"426","a ghost koi",1
"427","a giant alexisandkrystle",1
"428","a giant stag",1
"429","a gloomy day",1
"430","a glorious morning walk",1
"431","a golf umbrella",1
"432","a good 10 min walk",1
"433","a good day",1
"434","a good omen",1
"435","a good photo walk",1
"436","a good question sean",1
"437","a good time dow",1
"438","a good wander",1
"439","a grass snake",1
