"","X","text","n"
"1",1,"the river thames",987
"2",2,"flood alert river thames",243
"3",3,"the thames river",60
"4",4,"close reading festival",36
"5",5,"nine inch nails",35
"6",6,"the longest stretch",18
"7",7,"the river kennet",18
"8",8,"any local authority area",17
"9",9,"gorgeous river thames",16
"10",10,"the thames path",16
"11",11,"4ft long predator swimming",15
"12",12,"cookham police search",14
"13",13,"the thames path national trail",13
"14",14,"a flood alert",12
"15",15,"a thames river cruise  book",12
"16",16,"the  thames",12
"17",17,"gpx powered map directions",11
"18",18,"notable geographical feature",11
"19",19,"oxford reading windsor",11
"20",20,"thames river cruise",11
"21",21,"breaking helicopter crashes",10
"22",22,"normal river thames",10
"23",23,"the ifootpath website",10
"24",24,"river thames",9
"25",25,"a third bridge",8
