"","text","n"
"1","the oxford canal",4589
"2","the  canal",165
"3","the north oxford canal",150
"4","the south oxford canal",144
"5","a canal boat",127
"6","a  video",121
"7","oxford canal",103
"8","less than ten minutes",93
"9","the grand union canal",88
"10","a  playlist",66
"11","south oxford canal",63
"12","my former paper boy",54
"13","a gripping crime mystery",49
"14","the coventry canal",48
"15","north oxford canal",45
"16","massachusetts love canal",41
"17","oxford village neighborhood",41
"18","a virtual journey",40
"19","the oxford canal towpath",40
"20","millennium way napton",39
"21","the grand union",37
"22","a narrow boat",36
"23","grand union canal",36
"24","the river thames",32
"25","grand union canals",31
"26","the ifootpath app",30
"27","7+ years",28
"28","my former paperboy",28
"29","the canal path",27
"30","the hill warwickshire",27
"31","16 oxford canal navigation open towpath",26
"32","the canal towpath",26
"33","the river cherwell",26
"34","19 oxford canal navigation open towpath",24
"35","21 oxford canal navigation open towpath",24
"36","oxford canal navigation open towpath",23
"37","$198000  canal front",22
"38","18 oxford canal navigation open towpath",22
"39","15 oxford canal navigation open towpath",21
"40","oxford canal festival",21
"41","oxford canal napton",21
"42","root canal treatment",21
"43","the rochdale canal",21
"44","20 oxford canal navigation open towpath",20
"45","a canal boat holiday",20
"46","hythe bridge street",20
"47","blog tour murder",19
"48","great canal journeys",19
"49","oxford canal towpath",19
"50","17 oxford canal navigation open towpath",18
"51","coventry warwickshire west",17
"52","4 of 5 stars",16
"53","new notice 6th",16
"54","the north oxford",16
"55","the south oxford",16
"56","14 oxford canal navigation closure",15
"57","19001988 oxford studies",15
"58","a few days",15
"59","a good day",15
"60","a lovely walk",15
"61","a oxford dentist",15
"62","the beautiful oxford canal",15
"63","the jonglei canal",15
"64","the nile hydropolitics",15
"65","the oxford canal path",15
"66","this prizewinning piece",15
"67","city oxford oxfordshire england",14
"68","napton junction southam",14
"69","new notice 15th",14
"70","the oxford times",14
"71","the southern oxford",14
"72","a root canal",13
"73","cruising englands oxford canal  national geographic traveler",13
"74","gpx powered map directions",13
"75","sale oxford canal boat",13
"76","the city centre",13
"77","the oxford canal england",13
"78","tom rolt bridge",13
"79","14 oxford canal navigation open towpath",12
"80","3 of 5 stars",12
"81","a  episode",12
"82","a gang member deal heroin",12
"83","a short walk",12
"84","a uk canal",12
"85","an oxford canal",12
"86","blisworth arm gayton northandtonshire",12
"87","my ex paper boy",12
"88","oxford canal boat man",12
"89","slow and steady wins",12
"90","the   canal",12
"91","the canal boat",12
"92","the hill warwickshire england",12
"93","the ifootpath website",12
"94","the oxford canal southam warwickshire  walking guide",12
"95","this elegant waterway journey",12
"96","£1500 pcm oxford",11
"97","17 oxford canal navigation",11
"98","20 oxford canal navigation",11
"99","5 of 5 stars",11
"100","a great day",11
"101","a two bedroom 2nd floor apartment",11
"102","jericho city centre",11
"103","lower heyford oxfordshire",11
"104","oxford oxfordshire",11
"105","the barley mow",11
"106","the canal network",11
"107","the kennet and avon canal",11
"108","the thames path",11
"109","two canal boats",11
"110","15 oxford canal navigation",10
"111","a few nice photos",10
"112","a few shots",10
"113","bent coppers",10
"114","companion oxford grand union",10
"115","good weather forecast",10
"116","new blog post",10
"117","new notice 13th",10
"118","new notice 16th",10
"119","oxford and banbury canal",10
"120","oxford canal viaduct",10
"121","the bottom gates",10
"122","the red lion",10
"123","the suez canal",10
"124","the tow path",10
"125","21 oxford canal navigation",9
"126","29th oct 20 oxford canal navigation open towpath",9
"127","a mans body",9
"128","any  delays  hillmorton",9
"129","coventry warwickshire west midlands",9
"130","isis lock oxford canal",9
"131","its the oxford canal",9
"132","new notice 18th",9
"133","not much light",9
"134","notice update 15th",9
"135","oxford canal banbury",9
"136","oxford canal mural project",9
"137","the canal boats",9
"138","the first time",9
"139","the jolly boatman",9
"140","the oxford canal and river cherwell",9
"141","the oxford canal festival",9
"142","3 bedroom detached family home",8
"143","a beautiful day",8
"144","a long distance walk",8
"145","a long walk",8
"146","a narrowboat trip",8
"147","a nature map",8
"148","a quiet culdesac",8
"149","a virtual trip",8
"150","a wonderful walk",8
"151","banbury oxford canal",8
"152","lovely canal side",8
"153","my latest blog post",8
"154","oxford canal loop",8
"155","photo oxford canal",8
"156","the ashby canal",8
"157","the balance beams",8
"158","the canal and river trust",8
"159","the day bridge",8
"160","the panama canal",8
"161","the regents canal",8
"162","the southern oxford canal",8
"163","what a difference",8
"164","a 78mile 126 km",7
"165","a great place",7
"166","a great view",7
"167","a lovely day",7
"168","a slow journey",7
"169","about 2 bore u",7
"170","faith martin",7
"171","jul 21 oxford canal navigation open towpath",7
"172","kennet and avon river",7
"173","lower heyford oxfordshire spacious narrowboat",7
"174","new notice 12th",7
"175","new notice 24th",7
"176","new notice 5th",7
"177","notice update 13th",7
"178","notice update 22nd",7
"179","oxford canal bridge",7
"180","oxford canal path",7
"181","oxford canal pic",7
"182","oxford canal real ale",7
"183","the  oxford canal",7
"184","the oxford canal heritage trail",7
"185","the oxford canal",7
"186","the trap grounds",7
"187","the week morse",7
"188","these longtailed tits",7
"189","thrupp oxford canal",7
"190","world magazine oct 2000 macclesfield canal",7
"191","18 oxford canal navigation",6
"192","19 oxford canal navigation",6
"193","a canal towpath",6
"194","a few photos",6
"195","a good  opportunity",6
"196","a narrowboat cruise",6
"197","a new tick",6
"198","a quick stroll",6
"199","a realtime narrowboat journey",6
"200","a reasonably long lens",6
"201","a telegraph pole",6
"202","a timelapse narrowboat journey",6
"203","an alternative route",6
"204","bridge 79 north oxford canal",6
"205","bridge isis lock  oxford canal",6
"206","canal boat burglar",6
"207","disused rail bridge",6
"208","my   murder",6
"209","my canal boat",6
"210","new notice 11th",6
"211","new notice 26th",6
"212","notice update 17th",6
"213","oxford canal graffiti problem",6
"214","photo arquerio oxfords canal",6
"215","some beautiful moments",6
"216","sunny oxford walk",6
"217","the     oxford canal",6
"218","the day boats",6
"219","the elite 8 narrowboat",6
"220","the gayton grebe narrowboat",6
"221","the gayton heron narrowboat",6
"222","the northern limit",6
"223","the northern part",6
"224","the oxford canal part",6
"225","the oxford canal summit",6
"226","the oxford union canal",6
"227","the s oxford canal",6
"228","the wenlock narrowboat",6
"229","the wrekin narrowboat",6
"230","this red kite",6
"231","your canal boat",6
"232","14 oxford canal navigation restriction",5
"233","5+ years",5
"234","a canal bridge",5
"235","a canal junction",5
"236","a delightful english waterway",5
"237","a few views",5
"238","a few weeks",5
"239","a great time",5
"240","a great weekend",5
"241","a half hour walk",5
"242","a long time",5
"243","a lovely weekend",5
"244","a merry cruise",5
"245","a more rural setting",5
"246","a popular cosmetic dentistry oxford treatment",5
"247","a video game",5
"248","another beautiful day",5
"249","aynho oxford canal",5
"250","banbury canal day banbury canalside",5
"251","blisworth arm gayton northandtonshire ideal",5
"252","boaters enterta sun",5
"253","boats boat trips",5
"254","braunston northandtonshire superb narrowboat",5
"255","canal boat bus",5
"256","canal companions oxford",5
"257","canal street oxford",5
"258","citys picturesque canal",5
"259","frozen oxford canal",5
"260","huge fish rescue",5
"261","lower heyford oxford canal",5
"262","napton oxford canal",5
"263","new notice 17th",5
"264","new notice 31st",5
"265","notice update 9th",5
"266","now shameful sight",5
"267","our top recommendations",5
"268","our wonderful canal system",5
"269","oxford canal cropredy",5
"270","oxford canal jericho",5
"271","oxford canal navigation",5
"272","oxford city council",5
"273","port meadow oxford",5
"274","poster art print",5
"275","root canal treatment recovery time",5
"276","shipton weir lock",5
"277","some more photos",5
"278","suspected carbon monoxide poisoning",5
"279","the  s inland waterways",5
"280","the bridgewater canal",5
"281","the caen canal",5
"282","the canal bank",5
"283","the canal route",5
"284","the cherwell valley",5
"285","the dee valley narrowboat",5
"286","the dove valley narrowboat",5
"287","the ear canal",5
"288","the english countryside",5
"289","the frozen canal",5
"290","the golden hour",5
"291","the historic city",5
"292","the laughton narrowboat",5
"293","the local team",5
"294","the napton flight",5
"295","the oxford canal banbury",5
"296","the oxford canal mural project",5
"297","the oxford canal oil",5
"298","the river avon",5
"299","the same place",5
"300","the tortuous windings",5
"301","the uk visit",5
"302","the wild mint narrowboat",5
"303","the winding hole",5
"304","vital dredging work",5
"305","your ear canal",5
