"","X","text","n"
"1",1,"hedgecourt lake",6
"2",2,"ferruginous duck  hedgecourt lake",4
"3",3,"woodcock hammer forge",4
"4",4,"great white egret",3
"5",5,"1045am  meet",2
"6",6,"1711  slavonian grebe",2
"7",7,"2412  ferruginous duck  hedgecourt lake drake",2
"8",8,"3 blacknecked grebe",2
"9",9,"4 common terns",2
"10",10,"a mill pond",2
"11",11,"a pen pond",2
"12",12,"accessible hammer ponds",2
"13",13,"drake bearing metal ring",2
"14",14,"drake bearing metalring",2
"15",15,"morning ride  hedgecourt lake",2
"16",16,"parking bay",2
"17",17,"poor water quality |",2
"18",18,"round hedgecourt lake",2
"19",19,"the car park",2
"20",20,"the sussexsurrey border",2
"21",21,"1 common tern blackcap egyptian goose grey",1
"22",22,"103  hirundine sp",1
"23",23,"11  ferruginous duck  hedgecourt lake",1
"24",24,"11217 hedgecourt lake",1
"25",25,"12  2pm 2 singing reed warblers",1
