"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106040018660","Water Industry","Confirmed","Waste water treatment","Sewage discharge (continuous)","Confirmed"
"2","GB106040018660","Agriculture and rural land management","Probable","Agriculture - Livestock","Riparian/in-river activities (inc bankside erosion)","Probable"
"3","GB106040018660","Water Industry","Confirmed","Waste water treatment","Sewage discharge (continuous)","Confirmed"
"4","GB106040018660","Water Industry","Confirmed","Waste water treatment","Sewage discharge (continuous)","Confirmed"
"5","GB106040018660","Domestic General Public","Probable","Domestic/General public","Private Sewage Treatment","Probable"
"6","GB106040018660","Water Industry","Confirmed","Waste water treatment","Sewage discharge (continuous)","Confirmed"
"7","GB106040018660","Domestic General Public","Probable","Domestic/General public","Private Sewage Treatment","Probable"
"8","GB106040018660","Domestic General Public","Probable","Not applicable","Misconnections","Probable"
"9","GB106040018660","Sector under investigation","Not applicable","Not applicable","Unknown (pending investigation)","Not applicable"
"10","GB106040018660","Sector under investigation","Not applicable","Not applicable","Unknown (pending investigation)","Not applicable"
"11","GB106040018660","Sector under investigation","Not applicable","Not applicable","Unknown (pending investigation)","Not applicable"
"12","GB106040018660","No sector responsible","Not applicable","Not applicable","North american signal crayfish","Confirmed"
"13","GB106040018660","Water Industry","Probable","Waste water treatment","Sewage discharge (intermittent)","Probable"
"14","GB106040018660","No sector responsible","Not applicable","Not applicable","Low Flow (not drought)","Probable"
"15","GB106040018660","No sector responsible","Not applicable","Not applicable","Natural conditions - other","Confirmed"
"16","GB106040018660","Water Industry","Probable","Waste water treatment","Sewage discharge (intermittent)","Probable"
"17","GB106040018660","Water Industry","Probable","Waste water treatment","Sewage discharge (continuous)","Probable"
"18","GB106040018660","Domestic General Public","Probable","Not applicable","Misconnections","Probable"
