"","X","text","n"
"1",1,"the river kennet",1488
"2",2,"flood alert river kennet",523
"3",3,"the kennet and avon canal",173
"4",4,"the river avon",83
"5",5,"guided barbel fishing  river kennet handshire avon  dorset stourmiddle severn",81
"6",6,"barbel fishing guide river kennet handshire avondorset",72
"7",7,"the kennet river",63
"8",8,"the river thames",48
"9",9,"great ocean road",29
"10",10,"serious pollution incident",29
"11",11,"kennet and avon canal",26
"12",12,"kennet river victoria",25
"13",13,"normal river kennet",22
"14",14,"the environment agency",22
"15",15,"flood warning river kennet",21
"16",16,"river kennet disaster",21
"17",17,"16 kennet and avon canal navigation open towpath",19
"18",18,"beloved river kennet",19
"19",19,"the river kennet | editorial",19
"20",20,"the canal and river trust",18
"21",21,"canal and river trust",17
"22",22,"poet sir john betjemans",17
"23",23,"englands rivers glory",16
"24",24,"the great ocean road",16
"25",25,"19 kennet and avon canal navigation open towpath",15
