"","X","text","n"
"1",1,"a chalk stream",8
"2",2,"a manor house old rectory almshouses",5
"3",3,"its very own grande dame",3
"4",4,"2 parish councils",1
"5",5,"a bit more oomph",1
"6",6,"a catchment mgmt plan",1
"7",7,"a fresh dose",1
"8",8,"a full house",1
"9",9,"a good ghost story",1
"10",10,"a grande dame",1
"11",11,"a great start",1
"12",12,"a lovely chalk stream",1
"13",13,"a massive range",1
"14",14,"a monday morning",1
"15",15,"a picturesque village",1
"16",16,"a village shop",1
"17",17,"aka ewelme stream  records",1
"18",18,"chalk streams",1
"19",19,"every  village",1
"20",20,"ewelme stream plans",1
"21",21,"gloriously clear chalk stream",1
"22",22,"lesser water plantain",1
"23",23,"londons tudorera new river",1
"24",24,"my best guess",1
"25",25,"my favourite bike rides",1
