"","text","n"
"1","the river wye",14606
"2","flood alert river wye",1594
"3","the wye river",912
"4","all new poultry units",907
"5","the river wye demand moratorium",898
"6","powys county council",897
"7","flood warning river wye",542
"8","the townsend wye",444
"9","the wye valley",322
"10","wye river advice",264
"11","little river rd",231
"12","the beautiful river wye",228
"13","normal river wye",224
"14","the wye valley river festival",192
"15","wye river victoria",184
"16","little river road",173
"17","the great ocean road",165
"18","great ocean road",162
"19","wye river separation creek",155
"20","a medieval complex",142
"21","a rural setting part",142
"22","petunia  luxurious detached sleep",138
"23","wye river fire",136
"24","wye river upper school",135
"25","the ifootpath app",128
"26","wye valley river festival",127
"27","the river severn",100
"28","the calm surface",97
"29","a lifevest floats",96
"30","wye riverseparation creek",89
"31","big4 wye river",85
"32","jamieson track",85
"33","a  video",80
"34","wye river beach house",80
"35","fire advice wye river",79
"36","monmouth undefended areas",76
"37","the river wye canoe hire company",75
"38","the river wye walking guide",75
"39","apple watch call",72
"40","hayonwye river and rail trail walking guide",71
"41","the environment agency",69
"42","photographic poster print",68
"43","big4 wye river holiday park",65
"44","wye river conference centers",64
"45","a flood warning",63
"46","the wye river memorandum",63
"47","wye river residents",63
"48","great ocean road fires",61
"49","smokiesroadsnps little river rd",61
"50","the peak district",61
"51","the  wye",60
"52","wye river jamieson creek advice",60
"53","wye river separation creek emergency warning",60
"54","community update delwp",58
"55","walking guide",58
"56","a short stroll",57
"57","a great day",56
"58","my latest book",56
"59","sea  adventure journal",56
"60","wye  source",56
"61","wye river bushfire",56
"62","luxury self catering townhouse",55
"63","wye river beach",55
"64","wye river blaze",55
"65","the black mountains",54
"66","wye 5 star luxury townhouse",54
"67","the beautiful river",53
"68","wye river bushfire victims",53
"69","vic advice fire",52
"70","wye river jamieson track advice",52
"71","elevenyear river wye cleanup",51
"72","welsh ministers",51
"73","the wye river fire",50
"74","the river bank",49
"75","two or a base",49
"76","river car crash",48
"77","the same family crash",48
"78","wye river",48
