"","X","text","n"
"1",1,"the river bewl",35
"2",2,"an original gouache",26
"3",3,"an english country house",11
"4",4,"scotney castle kent",9
"5",5,"the beautiful scotney castle",6
"6",6,"the national trust",5
"7",7,"original gouache  scotney castle  river bewl",4
"8",8,"the river teise",4
"9",9,"ann photography scotney castle",2
"10",10,"formal gardens",2
"11",11,"the lovely river bewl",2
"12",12,"the upper reaches",2
"13",13,"the river bewl",2
"14",14,"1975 bewl water",1
"15",15,"3rd feb 1979 blackpoll warbler bewl water reservoir sussex",1
"16",16,"5 jun west  group",1
"17",17,"a 31300 million litre reservoir",1
"18",18,"a beautiful wooded estate",1
"19",19,"a celebrated exa",1
"20",20,"a country house",1
"21",21,"a fast moving object",1
"22",22,"a great time",1
"23",23,"a hosepipe ban",1
"24",24,"a large civil parish",1
"25",25,"a mekong river cruise",1
