"","X","text","n"
"1",1,"flood alert river dikler",375
"2",2,"the river eye",54
"3",3,"lower slaughter village",27
"4",4,"normal river dikler",16
"5",5,"the river dikler",14
"6",6,"lower american river",12
"7",7,"a close eye",11
"8",8,"a birds eye view",6
"9",9,"lower slaughter cottages",6
"10",10,"rivereyeriver eyelower slaughtervillagecotswoldcotswoldsgloucestershiremidlandsukgbenglandenglishtouri",6
"11",11,"lower slaughter gloucestershire",5
"12",12,"the hudson river",5
"13",13,"the sacramento bee",5
"14",14,"8272017 lower american river",4
"15",15,"lower santa cruz river diversion plan",4
"16",16,"the lower river",4
"17",17,"upper and lower slaughter",4
"18",18,"lower lake huron",3
"19",19,"lower snake river dams",3
"20",20,"river eye lower slaughter",3
"21",21,"the lower thames valley conservation authority",3
"22",22,"the old mill museum",3
"23",23,"the picturesque village",3
"24",24,"the st clair river",3
"25",25,"a 19thcentury water mill",2
