"","X","text","n"
"1",1,"the bayswater brook",59
"2",2,"a402 bayswater road",13
"3",3,"a402 bayswater road w2",13
"4",4,"tfl update tfltrafficnews",12
"5",5,"a402 bayswater road brook street",9
"6",6,"may bayswater rd",6
"7",7,"the bayswater road",5
"8",8,"the marston flyover",5
"9",9,"the traffic signals",5
"10",10,"an alternative route",4
"11",11,"brook st 8am11pm",4
"12",12,"btwn lancaster terrace",4
"13",13,"south oxfordshire district council",4
"14",14,"the green belt",4
"15",15,"the hyde park entrance",4
"16",16,"the north side",4
"17",17,"w2 bayswater price",4
"18",18,"2 bed apartment rightmove brook mews",3
"19",19,"a  sandle",3
"20",20,"a burst water main",3
"21",21,"a burst water main repair",3
"22",22,"its called victoria gate",3
"23",23,"sodc local plan",3
"24",24,"the boundary brook",3
"25",25,"the south oxfordshire local plan",3
