"","X","text","n"
"1",1,"alton farnham bordon",4
"2",2,"fall river massachusetts",3
"3",3,"the lizzie bordon house",3
"4",4,"fall river mass",2
"5",5,"lizzie bordon house",2
"6",6,"the river bordon handshire",2
"7",7,"the upper river",2
"8",8,"tilford godalming guildford",2
"9",9,"10 cruise lines",1
"10",10,"1893 lizzie borden",1
"11",11,"230 2nd street",1
"12",12,"29 apr upper river",1
"13",13,"300 yards",1
"14",14,"5to gol de river en 9na bordon",1
"15",15,"a  flood alert",1
"16",16,"a  mast",1
"17",17,"a fab trip",1
"18",18,"a flood alert",1
"19",19,"a great pub",1
"20",20,"a great walk",1
"21",21,"a new lifetime miniseries",1
"22",22,"a new place",1
"23",23,"a private tour",1
"24",24,"a public meeting",1
"25",25,"a river landscape image",1
