"","X","text","n"
"1",1,"flood alert river kennet",398
"2",2,"the river lambourn",307
"3",3,"flood alert river lambourn",202
"4",4,"the denman chase",88
"5",5,"the river kennet",80
"6",6,"the parker river",66
"7",7,"bristol de mai",45
"8",8,"the charles river",44
"9",9,"the gold cup",40
"10",10,"native river sails",29
"11",11,"newbury bristol de mai",29
"12",12,"native river",27
"13",13,"the merrimack river",26
"14",14,"colin tizzards newbury playmates",23
"15",15,"newbury comics 253b hartford ave charles river plaza bellingham",23
"16",16,"newbury woman passenger",23
"17",17,"the betfair denman chase",23
"18",18,"the connecticut river",21
"19",19,"bradford vt wells river vt newbury vt",18
"20",20,"gold cup options",18
"21",21,"severe thunderstorm warning",18
"22",22,"newbury grade 2 novice chase native river",15
"23",23,"gold cup credentials",14
"24",24,"newbury grade 2 novice chase",13
"25",25,"parker river national wildlife refuge",13
