"","X","text","n"
"1",1,"a nice fish",7
"2",2,"a 78 year old  man",2
"3",3,"bowyers beach witnesses",2
"4",4,"the lee valley",2
"5",5,"the predicted low temperatures",2
"6",6,"water lea valley",2
"7",7,"10 goosander 2 chiffs",1
"8",8,"15 bowyers water cheshunt gps smew redhead sw corner",1
"9",9,"1f  smew male",1
"10",10,"2 hobby little egret common sand",1
"11",11,"2 little egret cettis",1
"12",12,"2 smew drake",1
"13",13,"27 dec bowyers",1
"14",14,"27 dec cheshunt gps  ashley pit",1
"15",15,"29 cheshunt gps  ashley pit",1
"16",16,"29 dec cheshunt",1
"17",17,"3 garden warbler",1
"18",18,"31 oct bowyers water cheshunt",1
"19",19,"4 roosting bitterns",1
"20",20,"9 feb bowyers",1
"21",21,"a cracking walk",1
"22",22,"a free transfer",1
"23",23,"a mh cover",1
"24",24,"a private dining room",1
"25",25,"a redhead smew",1
