"","X","text","n"
"1",1,"£1995 pcm    attractive four bedroom brick and flint cottage",137
"2",2,"beautiful rural position",137
"3",3,"stunning far reaching views",137
"4",4,"long blank spell",2
"5",5,"the right time",2
"6",6,"to farnham flint",2
"7",7,"1 carp rod",1
"8",8,"900 blk farnham",1
"9",9,"a 24 hour sesh",1
"10",10,"a big carp",1
"11",11,"a big girl",1
"12",12,"a farnham flint",1
"13",13,"a flint axe",1
"14",14,"a lake butfarnham",1
"15",15,"a lovely sunset",1
"16",16,"a match lake",1
"17",17,"a modest home",1
"18",18,"a new pb",1
"19",19,"a nice crowd",1
"20",20,"a really amazing metal artist dylan farnham",1
"21",21,"a red letter day",1
"22",22,"all their flint walls",1
"23",23,"an easterly wind",1
"24",24,"an impressive wellbalanced property",1
"25",25,"an old score",1
