"","X","text","n"
"1",1,"vibrant red poppies",74
"2",2,"flood alert river",48
"3",3,"mum sarah wellgreen",14
"4",4,"police search river",14
"5",5,"the river cray",10
"6",6,"dartford town centre",9
"7",7,"eynsford kent",9
"8",8,"the environment agency",9
"9",9,"a flood alert",7
"10",10,"monkeyboys river",7
"11",11,"river castle viaduct",7
"12",12,"the  creek barrier",7
"13",13,"the 3 minute film",7
"14",14,"the picturesque dare",7
"15",15,"the potential murder",7
"16",16,"the river thames",7
"17",17,"the tidal river",7
"18",18,"a large lake",6
"19",19,"the lavender hop farm",6
"20",20,"a lake kent",5
"21",21,"dartford creek river",5
"22",22,"south darenthsutton hone",5
"23",23,"0122 a field",4
"24",24,"a devastating impact",4
"25",25,"darentdartford creek mouth",4
