"","text","n"
"1","flood alert upper river mole ifield brook gatwick stream burstow stream",75
"2","flood alert ifield brook upper river mole gatwick stream burstow stream",60
"3","the gatwick stream",40
"4","ifield brook upper river mole gatwick stream burstow stream",19
"5","normal upper river mole ifield brook gatwick stream burstow stream",19
"6","a constant stream",11
"7","the upper river mole ifield brook gatwick stream burstow stream",10
"8","04012016 ifield brook upperrvrmole gatwick stream burstow stream",9
"9","501pm 16092016 ifield brook upperrvrmole gatwick stream burstow stream",9
"10","826pm 09032016 ifield brook upperrvrmole gatwick stream burstow stream",9
"11","839am 09032016 ifield brook upperrvrmole gatwick stream burstow",9
"12","935am 08012016 ifield brook upperrvrmole gatwick stream burstow stream",9
"13","a  playlist",9
"14","the environment agency",9
"15","1011am 07012016 ifield brook upperrvrmole gatwick stream burstow",8
"16","559pm 13012016 ifield brook upperrvrmole gatwick stream burstow",8
"17","722am 11012016 ifield brook upperrvrmole gatwick stream burstow",8
"18","848pm 02012016 ifield brook upperrvrmole gatwick stream burstow",8
"19","909am 13072016 ifield brook upperrvrmole gatwick stream burstow stream",8
"20","a steady stream",8
"21","flood alert 612am 28032016 ifield brook upperrvrmole gatwick stream burstow",8
"22","flood alert 621pm 15092016 ifield brook upperrvrmole gatwick stream burstow",8
"23","707pm 22062016 ifield brook upperrvrmole gatwick stream burstow",7
"24","844pm 12072016 ifield brook upperrvrmole gatwick stream burstow",7
"25","flood alert 533pm 07022016 ifield brook upperrvrmole gatwick stream burstow",7
"26","a flood warning",6
"27","ifield brook upper river mole gatwick stream",6
"28","south west horley",6
"29","the jet stream",6
"30","normal ifield brook upper river mole gatwick stream burstow stream",5
"31","the constant stream",5
"32","the ifield brook upper river mole gatwick stream burstow stream",5
"33","upper river mole ifield brook gatwick stream burstow stream",5
"34","a flood alert",4
"35","the live stream",4
"36","the river mole",4
"37","11 wtf england",3
"38","1759 13 january",3
"39","a long haul",3
"40","crawley fire crew",3
"41","east and north horley",3
"42","extra income stream",3
"43","flood alert flooding",3
"44","gatwick airport bar closing",3
"45","ifield brook upper river mole gatwick stream burstow",3
"46","infinite flight multiplayer",3
"47","london gatwick",3
"48","over a thousand fish",3
"49","the  stream",3
"50","the burstow stream",3
"51","the incessant stream",3
"52","the next live broadcast",3
"53","a  video",2
"54","a dodgy stream",2
"55","a live careers",2
"56","a live stream",2
"57","a nice relaxing flight simulator stream",2
"58","around 200 fish",2
"59","copthorne hotel london gatwick crawley united kingdom",2
"60","environment agency flood alert",2
"61","flight review british airways flight ba2644 london gatwick",2
"62","flood alert 621pm 15092016 ifield brook upperrvrmole gatwick stream",2
"63","flood alert 707pm 22062016 ifield brook upperrvrmole gatwick stream",2
"64","flood alert 844pm 12072016 ifield brook upperrvrmole gatwick stream",2
"65","flood warning gatwick stream",2
"66","gatwick airport london united kingdom",2
"67","gatwick fa cup",2
"68","gatwick stream",2
"69","gatwick stream grasslands",2
"70","its the gatwick stream",2
"71","live stream part",2
"72","london gatwick 08r virgin",2
"73","low flying gatwick arrivals",2
"74","low flying misery",2
"75","main stream media",2
"76","normal upper river mole",2
"77","riverside garden park",2
"78","seriously injured pensioner",2
"79","the  fight",2
"80","the airfield operations team",2
"81","the airport wifi",2
"82","the concentrated stream",2
"83","the endless stream",2
"84","the festive  fun",2
"85","the green zone",2
"86","the river eden",2
"87","the southbound exit",2
"88","£5 dropoff charge",1
"89","<u+0001f1e8><u+0001f1ff>czech republic",1
"90","<u+2614> flood alert",1
"91","<u+274c>flood warning<u+274c>  gatwick stream maidenbower",1
"92","> spjc 1600z",1
"93",">the team",1
"94","0637hrs 01022014  source enviroment agency  gatwick stream",1
"95","07 wvideo feeds",1
"96","0714 6 march",1
"97","0755 5 march",1
"98","0839 9 march",1
"99","09032016 ifield brook upperrvrmole gatwick stream burstow stream",1
"100","1<u+fe0f><u+20e3",1
"101","1045pm constant stream",1
"102","108 ancient woodlands",1
"103","13 3rd brook culley",1
"104","1347 6 march",1
"105","14 sunday 0900 bst",1
"106","1546 5 march",1
"107","18th july 2017 jet stream cat bumpy flight",1
"108","2 airside catch plane watch",1
"109","2 jan water",1
"110","2 mentoring sessions",1
"111","2013 5 march",1
"112","202 mph jet stream",1
"113","24  positions",1
"114","28 miniature bull terrier puppies",1
"115","2am and still steady stream",1
"116","30mm more rain",1
"117","360 p3dv4 live stream",1
"118","4am river levels",1
"119","5 different people",1
"120","533pm ifield brook upper river mole gatwick stream",1
"121","559pm 13012016 ifield brook upperrvrmole gatwick stream",1
"122","6 and 7 pm",1
"123","6 x bags",1
"124","711pm 28032016 ifield brook upperrvrmole gatwick stream burstow stream",1
"125","722am 11012016 ifield brook upperrvrmole gatwick stream",1
"126","777  flight 2154  barbados",1
"127","777  flight 2154 takeoff",1
"128","777200er london gatwick airport",1
"129","830pm stream time",1
"130","839am 09032016 ifield brook upperrvrmole gatwick stream",1
"131","89 airport boss",1
"132","9pm gmt+1",1
"133","a  alert",1
"134","a 347365 stream",1
"135","a 530am checkin",1
"136","a 7 hour long stream",1
"137","a a new net bag",1
"138","a before shot",1
"139","a blustery  stream floodplain",1
"140","a border closure",1
"141","a botanical boost",1
"142","a bright colourful and clean constant revenue stream",1
"143","a britannia chain hotel",1
"144","a bug hotel",1
