"","X","text","n"
"1",1,"west warwick reservoir",9
"2",2,"warwick reservoir west",3
"3",3,"bridge opp walthamstow",2
"4",4,"fl71 6nm",2
"5",5,"little ringed plover",2
"6",6,"london v2 lrr rocket",2
"7",7,"river lea spring hill clapton",2
"8",8,"spring hill clapton",2
"9",9,"the river lea",2
"10",10,"warwick west reservoir",2
"11",11,"west leadale wharf",2
"12",12,"west warwick reservoir walthamstow",2
"13",13,"0043 011 miles",1
"14",14,"2 separate numbers tickets",1
"15",15,"2 stonechat reed bunting",1
"16",16,"2018 other 2 pics",1
"17",17,"a burnet companion",1
"18",18,"a eurocopter mbbbk 117 c2 ec145 callsign gmpsc",1
"19",19,"a great northern diver",1
"20",20,"a jersey tiger",1
"21",21,"a juvenile kittiwake",1
"22",22,"a partial read",1
"23",23,"a pretty unusual record",1
"24",24,"a sedge warbler",1
"25",25,"a wheatear redshank",1
