"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039023360","Agriculture and rural land management","Suspected","Agriculture - Livestock","Poor Livestock Management","Suspected"
"2","GB106039023360","No sector responsible","Not applicable","Not applicable","Not applicable","Not applicable"
"3","GB106039023360","Agriculture and rural land management","Suspected","Agriculture - Arable","Poor nutrient management","Suspected"
"4","GB106039023360","Urban and transport","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
"5","GB106039023360","Urban and transport","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
"6","GB106039023360","Agriculture and rural land management","Suspected","Agriculture - Livestock","Poor Livestock Management","Suspected"
"7","GB106039023360","Agriculture and rural land management","Suspected","Agriculture - Arable","Poor nutrient management","Suspected"
"8","GB106039023360","Domestic General Public","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
"9","GB106039023360","Agriculture and rural land management","Suspected","Agriculture - Arable","Poor nutrient management","Suspected"
"10","GB106039023360","No sector responsible","Not applicable","Not applicable","Drought","Suspected"
"11","GB106039023360","Agriculture and rural land management","Suspected","Not applicable","Land drainage - operational management","Suspected"
"12","GB106039023360","No sector responsible","Not applicable","Not applicable","Natural conditions - other","Probable"
