"","X","text","n"
"1",1,"the river thames",78
"2",2,"the river mardyke",16
"3",3,"the mardyke river",15
"4",4,"back to normal the mardyke",11
"5",5,"a flood alert",9
"6",6,"the cork international exhibition",5
"7",7,"the mardyke area",5
"8",8,"the shakey bridge",5
"9",9,"current flood alerts",4
"10",10,"the skate park",3
"11",11,"a fishing survey",2
"12",12,"a gost carp",2
"13",13,"a river rescue",2
"14",14,"mardyke  river",2
"15",15,"the city centre",2
"16",16,"the environment agency",2
"17",17,"the lee fields",2
"18",18,"the mardyke arena",2
"19",19,"the mardyke bridge",2
"20",20,"the mardyke river bridge",2
"21",21,"the mardyke river walk",2
"22",22,"the north side",2
"23",23,"the river walk",2
"24",24,"the water chute",2
"25",25,"1010 to  and  cumann",1
