"","X","text","n"
"1",1,"the upper river thames",242
"2",2,"flood alert tributaries",220
"3",3,"the river churn",181
"4",4,"the santa fe river",148
"5",5,"throwaway plastic bottles",148
"6",6,"flood alert river churn",136
"7",7,"the river thames",54
"8",8,"jamaica west river bank",42
"9",9,"remainder g4 cherebus",42
"10",10,"flood warning river churn",30
"11",11,"the east river",17
"12",12,"giant water wheel",13
"13",13,"la river water",13
"14",14,"the first town",12
"15",15,"the lower manhattan pot",12
"16",16,"the river churn valley",12
"17",17,"new ecommerce research",11
"18",18,"the upper river",11
"19",19,"the hvítá river",10
"20",20,"the potomac river",10
"21",21,"a low hill",9
"22",22,"central america threats",9
"23",23,"my callused hands",8
"24",24,"new commissioned ecommerce research",8
"25",25,"normal river churn",8
