"","X","text","n"
"1",1,"flood alert river dikler",375
"2",2,"normal river dikler",16
"3",3,"the river dikler",14
"4",4,"flood alert 845pm 30122015 river dikler",2
"5",5,"0742 2 december",1
"6",6,"0817 11 april",1
"7",7,"0851 27 january",1
"8",8,"10022016 river dikler",1
"9",9,"1024am 31032018 river dikler",1
"10",10,"1059 26 june",1
"11",11,"1210pm 06022016 river dikler",1
"12",12,"1424 1 january",1
"13",13,"1744 27 january",1
"14",14,"1819 13 november",1
"15",15,"1819 21 december",1
"16",16,"1931 20 december",1
"17",17,"1938 18 january",1
"18",18,"2117 5 march",1
"19",19,"2150 4 march",1
"20",20,"22112016 river dikler",1
"21",21,"424pm 27062017 river dikler",1
"22",22,"732am 28032016 river dikler",1
"23",23,"955am 29032016 river dikler",1
"24",24,"a  alert",1
"25",25,"a magical june evening",1
