"","text","n"
"1","the river cherwell",1131
"2","flood alert river cherwell",484
"3","the cherwell river",79
"4","flood warning river cherwell",44
"5","the environment agency",39
"6","normal river cherwell",35
"7","a flood warning",34
"8","the oxford canal",27
"9","the oxford area",25
"10","the river thames",25
"11","the tranquil setting",23
"12","the river cherwell oxford",22
"13","a flood alert",20
"14","calliope river boyne river baffle creek kolan river burnett river burrum",20
"15","river cherwell",20
"16","final flood warning",18
"17","river cherwell oxford",18
"18","river noosa river sunshine coast rivers",17
"19","the day river cherwell",16
"20","burnett river burrum",15
"21","mary river noosa river sunshine coast rivers",15
"22","a flood alert notice",12
"23","river cherwell bicester",12
"24","the flood alerts",12
"25","update flood alerts",12
"26","a photo  river cherwell",11
"27","christ church meadow",11
"28","flood warning but river levels",11
"29","river cherwell oxford england",11
"30","latest river warnings",10
"31","magdalen bridge oxford",10
"32","the  agency",10
"33","the burrum river",10
"34","the cherwell boathouse",10
"35","the river ray",10
"36","to cherwell bridge",10
"37","311235 est flood warning",9
"38","a market town",9
"39","a mill house",9
"40","the oxford canal and river cherwell",9
"41","the university parks",9
"42","plane creek calliope river boyne river baffle creek kolan river burnett river burrum",8
"43","river noosa river",8
"44","the civil parish",8
"45","the nerang and coomera rivers",8
"46","415pm 10032016 river cherwell",7
"47","allthingseurope river cherwell oxford england",7
"48","cherwell boathouse oxford",7
"49","magdalen college oxford",7
"50","new flood alert",7
"51","sliding door system",7
"52","the cherwell valley",7
"53","the victoria arms",7
"54","the village pub",7
"55","the zambezi river",7
"56","three size widths",7
"57","400pm  tickets",6
"58","a general flood risk policy requirement",6
"59","disused rail bridge",6
"60","initial minor flood warning",6
"61","initial moderate flood warning",6
"62","oxford city council",6
"63","river cherwell flooding",6
"64","swollen river cherwell",6
"65","the botanical gardens",6
"66","the cherwell river oxford",6
"67","the major tributaries",6
"68","1110am 17012016 river cherwell",5
"69","217pm 14032016 river cherwell",5
"70","746am 08022016 river cherwell",5
"71","930am 13022016 river cherwell",5
"72","clear safety glass",5
"73","flood alert 805pm 09032016 river cherwell",5
"74","rising flood waters",5
"75","the elliott river catchment",5
"76","the other side",5
"77",">beautiful nell",4
"78","1023am 01042016 river cherwell",4
"79","248pm 11032016 river cherwell",4
"80","943am 10032016 river cherwell",4
"81","a deer park",4
"82","a delicious meal",4
"83","a detailed method statement",4
"84","a gorgeous day",4
"85","a great day",4
"86","a large village",4
"87","a new bridge",4
"88","a planting area",4
"89","a socially distant comedy show",4
"90","cherwell boathouse",4
"91","cherwell cats protection",4
"92","cherwell windrush and ock flood alerts",4
"93","city council flood risk policy",4
"94","college riverside development",4
"95","double pocket river cottage oak",4
"96","first friday photowalk",4
"97","flood alert 352pm 02012016 river cherwell",4
"98","flood alert 827pm 29032016 river cherwell",4
"99","lady margaret hall",4
"100","little one thoughts",4
"101","mighty african river",4
"102","oxford kayak tours",4
"103","oxford university parks",4
"104","oxfords river cherwell",4
"105","photo allthingseurope river cherwell oxford england",4
"106","preseed coil rolls",4
"107","river cherwell flooding boaters",4
"108","river thames cherwell windrush",4
"109","spiceball leisure centre",4
"110","the  front",4
"111","the cherwell school",4
"112","the first time",4
"113","the oxford flickr",4
"114","the permit application process",4
"115","the riverside pavilion",4
"116","the suspicious item",4
"117","valley police officers",4
"118","021843 est initial moderate flood warning",3
"119","041731 est initial minor flood warning",3
"120","1223pm 10022016 river cherwell",3
"121","18 oxford canal navigation open towpath",3
"122","292240 est initial flood warning",3
"123","30 minute fire",3
"124","944am 11032016 river cherwell",3
"125","a 46yearold woman",3
"126","a civil rural community",3
"127","a historic market town",3
"128","a leisurely punt",3
"129","a major tributary",3
"130","a picturesque footpath",3
"131","a regular basis",3
"132","a small island",3
"133","a small winding river",3
"134","a special day",3
"135","a unique performance",3
"136","a wonderfully relaxing  paddle",3
"137","an exciting challenge",3
"138","an iconic oxford punt station",3
"139","an idyllic setting",3
"140","any riverside development",3
"141","australian government bureau",3
"142","caution bruce highway",3
"143","christ church meado",3
"144","christ church meadow oxford",3
"145","flood alert 426pm 07022016 river cherwell",3
"146","force 651pm 11032016 river cherwell",3
"147","grandmother ann powles",3
"148","its a particularly english delight",3
"149","localised flooding  catchments",3
"150","lower heyford oxfordshire",3
"151","magdalen bridge areas",3
"152","margaret christie celia sisam",3
"153","mental health problems",3
"154","my second gig",3
"155","news flood warning",3
"156","os grid reference",3
"157","oxford  river cherwell",3
"158","oxford botanic garden",3
"159","oxford river cherwell",3
"160","rainbow bridge rest",3
"161","river cherwell christ church meadow oxford",3
"162","river cherwell departing cherwell boathouse oxford",3
"163","river cherwell family car crash",3
"164","shipton weir lock",3
"165","single pocket river cottage oak",3
"166","st hildas college",3
"167","stunning river cherwell",3
"168","the  directory",3
"169","the beautiful river cherwell",3
"170","the botanic garden",3
"171","the burrum and cherwell rivers",3
"172","the burrum and cherwell rivers catchments",3
"173","the burrum cherwell river",3
"174","the cherwell river william turner",3
"175","the city centre",3
"176","the elliot gregory",3
"177","the famous river cherwell",3
"178","the first two volumes",3
"179","the frozen river cherwell",3
"180","the last glimpses",3
"181","the lower garden",3
"182","the pub garden",3
"183","the river bank",3
"184","the river cherwell charwell",3
"185","the river cherwells",3
"186","the upper river",3
"187","this film clip",3
"188","warnings river thames",3
"189","<u+0001f324><u+0001f6a3><u+0001f3fd><u+0001f333>  river cherwell",2
"190",">  river cherwell",2
"191","010924 est flood warning",2
"192","131940mwfwb qld cherwellbruce highway",2
"193","2 bedrooms",2
"194","21 january ad",2
"195","312042 est flood warning",2
"196","4 great views river cherwell",2
"197","40 new jobs",2
"198","55yearold claudia easom",2
"199","81yearold frank markham",2
"200","a  playlist",2
"201","a  sandle",2
"202","a black swan",2
"203","a boat cruise",2
"204","a cycle ride",2
"205","a lot lot more jean stone",2
"206","a lovely sunday",2
"207","a lovely walk",2
"208","a missing man",2
"209","a mixed practice",2
"210","a punt <u+0001f6f6",2
"211","a quick drawing",2
"212","a quiet saturday afternoon",2
"213","a secluded area",2
"214","a swollen river cherwell",2
"215","a swollen river cherwell t",2
"216","a timelapse narrowboat trip",2
"217","a very high river cherwell",2
"218","a virtual journey",2
"219","all this rain",2
"220","an actual place",2
"221","an epileptic fit and lost control",2
"222","an idyllic location",2
"223","artist valerie petts",2
"224","aynho weir lock",2
"225","black dog drinks",2
"226","busy student night life",2
"227","castle quay waterfront",2
"228","cherwell boathouse iconic punt station",2
"229","cherwell river oxford",2
"230","christ church regatta",2
"231","delicious coffees teas",2
"232","excellent family home",2
"233","farmland and lowlying areas",2
"234","fire and rescue service",2
"235","flood alert 727pm 08032016 river cherwell",2
"236","foto couple kissing",2
"237","foto visitheworld river cherwell",2
"238","great food trip terry",2
"239","half mile b4 river cherwell sign",2
"240","her own life",2
"241","heyford bridge story",2
"242","important flooding info",2
"243","its a beautiful day",2
"244","its picturesque canals",2
"245","its pronounced charwell",2
"246","its the river cherwell",2
"247","jericho coffee traders",2
"248","jmw turners painting",2
"249","just ducks    river cherwell",2
"250","just some gulls",2
"251","latest flood info",2
"252","latest river heights",2
"253","magdalen bridge",2
"254","magdalen bridge pic",2
"255","magdalen college",2
"256","magdalen college oxford england",2
"257","marston ferry road",2
"258","more photos",2
"259","my favourite places",2
"260","my local river",2
"261","new post river cherwell",2
"262","new river crossing",2
"263","new spawning grounds",2
"264","new vlog river cherwell kayaking trip uk  lockdown vlog",2
"265","no traffic diversions",2
"266","old marston oxford",2
"267","one duck river cherwell",2
"268","other  tributaries",2
"269","our flooding page",2
"270","oxford cherwell river",2
"271","oxford city centre",2
"272","oxford uni parks",2
"273","oxford united kingdom",2
"274","oxford woman lorraine easom",2
"275","oxfords beautiful river cherwell",2
"276","parsons pleasure bathing place",2
"277","parsons pleasure oxford",2
"278","punt river cherwell",2
"279","red  oxford",2
"280","river cherwell april",2
"281","river cherwell borders",2
"282","river cherwell christ church meadow",2
"283","river cherwell floods",2
"284","river cherwell oxford canal",2
"285","river cherwell police",2
"286","spiceball footbridge  banbury  river cherwell",2
"287","spiceball footbridge  banbury  river cherwell  castle river bridge",2
"288","spiceball park banbury",2
"289","spires  river cherwell",2
"290","such a beautiful countryside",2
"291","the    list",2
"292","the  cherwell",2
"293","the  restaurant <u+0001f35d",2
"294","the  river",2
"295","the  river jumping tradition",2
"296","the  shipton",2
"297","the  town centre",2
"298","the 150th anniversary",2
"299","the beautiful oxfordshire waterways",2
"300","the best features",2
"301","the botanic gardens",2
"302","the cherwell district",2
"303","the cherwell valley line",2
"304","the cherwell william turner",2
"305","the cherwellburrum burnett kolan rivers",2
"306","the countrys drought",2
"307","the doomsday book",2
"308","the dreaming spires",2
"309","the embankment motorway side",2
"310","the fence m40",2
"311","the flood waters",2
"312","the full force",2
"313","the hot weather",2
"314","the latest information",2
"315","the lye valley",2
"316","the magdalen bridge",2
"317","the magdalen bridge boathouse",2
"318","the marston ferry road",2
"319","the met office",2
"320","the met office environment agency",2
"321","the new pavillion",2
"322","the old marston ferry",2
"323","the picturesque river cherwell",2
"324","the playing fields",2
"325","the river avon",2
"326","the river cam",2
"327","the river cherwell alcohol",2
"328","the river cherwell banbury",2
"329","the river commemorate",2
"330","the river oak cottage cherwell",2
"331","the river university parks",2
"332","the school grounds",2
"333","the south oxford canal",2
"334","the subsequent fight",2
"335","the tea hut",2
"336","the thames confluence",2
"337","the the cropredy and banbury areas",2
"338","the tranquil river cherwell oxford",2
"339","the upper and lower levels",2
"340","the vicky arms",2
"341","the village pub garden",2
"342","the wolfson college bridge",2
"343","this beautiful photo",2
"344","this beautiful sound",2
"345","this wonderful ancient black poplar",2
"346","thousands upon thousands",2
"347","tour andclimb carfax tower",2
"348","two flood warnings",2
"349","update search and rescue cherwell river bundaberg area",2
"350","water eaton road",2
"351","william turner",2
"352","wolfson college oxford",2
"353","your future visit",2
"354","your great escape",2
"355","your sloppy journalism",2
"356","£15m  alleviation scheme",1
"357","<u+0001f4cd>river cherwell",1
"358","<u+0001f4f7> visitheworld river cherwell",1
"359","<u+0001f6a3><u+0001f3fc><u+2764><u+fe0f>  river cherwell",1
"360","<u+0628><u+0639><u+062f><u+0633><u+062a><u+064a>  oxford  river cherwell",1
"361",">    book",1
"362",">  2 bathrooms",1
"363",">  most beautiful architecture",1
"364","010409 est final flood warning",1
"365","013  2 1male 1 fem goosander  river cherwell bardwell road",1
"366","022036 est moderate flood warning",1
"367","022332 est minor flood warning",1
"368","030836 est final flood warning",1
"369","050846 est final flood warning",1
"370","052316 est initial flood warning",1
"371","06 june",1
"372","060719 est final flood warning",1
"373","07 november ad",1
"374","0834 1 december",1
"375","1 crocodile stationary h12",1
"376","1 university park 2 bank",1
"377","10 oxford colleges",1
"378","1002am 24012018 river cherwell",1
"379","107 year old kilsby",1
"380","1132am 02042018 river cherwell",1
"381","117pm 31032018 river cherwell",1
"382","12th march 2016 river cherwell",1
"383","141013 2348 reports",1
"384","144 900  imm prob 2cy marsh harrier  woodeaton sp526126 flyover",1
"385","1458 magdalen college",1
"386","14th november 2014 jubilee bridge",1
"387","15lb 9oz barbel",1
"388","162003 est initial moderate flood warning",1
"389","1644 sir william waller",1
"390","16th mar 18 oxford canal navigation open towpath",1
"391","17 river cherwell",1
"392","171342 est minor flood warning",1
"393","171715 est minor flood warning",1
"394","171922 est moderate flood warning",1
"395","1754 thomas francis wenman",1
"396","18 dec 2020 duration",1
"397","18 flood alerts",1
"398","180713 est final flood warning",1
"399","181322 est minor flood warning",1
"400","181700 est flood warning",1
"401","1836 good news",1
"402","190824 est final flood warning",1
"403","1967 river cherwell",1
"404","2 punt",1
"405","2 the lodge oxfordshire",1
"406","2 upstream development",1
"407","20 concrete piers",1
"408","20 march 2013 water levels",1
"409","2016 11 gassmann",1
"410","23 times original width",1
"411","2312  male goosander  university parks",1
"412","25  river cherwell",1
"413","261220 severe fines",1
"414","262 930  2 pair goosander",1
"415","27th june river",1
"416","280513 1253 lorry fire",1
"417","2812 1318  mail goosander  university parks river cherwell",1
"418","291 1430  2 1m1f pintail  water eaton water eatonsparsey cherwell",1
"419","2x slow worms",1
"420","3 bedrooms",1
"421","3 daysthis trip",1
"422","3 old drovers roads",1
"423","3 wander handinhand",1
"424","300850 est flood warning",1
"425","300pm  tickets",1
"426","301652 est moderate flood warning",1
"427","302153 est moderate flood warning",1
"428","302223 est minor flood warning",1
"429","310903 est minor flood warning",1
"430","311600 est minor flood warning",1
"431","32 wordsweek spend work time",1
"432","35+ acres",1
"433","3bp hook nortonreal alefood",1
"434","4 male goosander  university parks",1
"435","4 oxfordshire waterways",1
"436","4 slow waters",1
"437","4 tier cv19 alert system",1
