"","text","n"
"1","a lovely cozy massage",2
"2","green river spa",2
"3","sherway gardens mall green river spa",2
"4","a musk melon",1
"5","a yellow watermelon",1
"6","an urban workout",1
"7","grocery store melons",1
"8","industrialbordered river valley snow clings",1
"9","lululemon athletica sherway gardens",1
"10","our sherway market",1
"11","our thames river farms vendor",1
"12","port credit river front",1
"13","pretty close 1520min driveuber",1
"14","square one shopping centre",1
"15","the hospital flora",1
"16","the new humber river regional hospital canadas",1
"17","the sherway gardens",1
"18","yeah a train",1
