"","text","n"
"1","spoon river anthology",789
"2","harlem river driveamsterdam avenue manhattan",665
"3","the river lee",621
"4","flood alert river ray",612
"5","a  video",608
"6","the river",601
"7","the london markets",596
"8","the canadian river",556
"9","the flood advisory",516
"10","tom lee park",444
"11","the mississippi river mississippi river",441
"12","the mississippi river",431
"13","george washington bridge upper level",410
"14","new jersey side toll plaza fort",373
"15","the river lea",344
"16","edgar lee masters",340
"17","elk river mn",319
"18","george washington bridge lower level",266
"19","the han river",260
"20","the hudson river",257
"21","the 2018 bass classic",255
"22","this savannah river impoundment",255
"23","the colorado river",249
"24","eastbound new jersey side toll plaza fort",231
"25","lees riverside auto",224
"26","postage stands herman melville moby",220
"27","memphis affecting crittendenlee",216
"28","the lee river",209
"29","the gwb upper level",187
"30","the st joseph river mishawaka",186
"31","the album home",170
"32","river lee country park",158
"33","the potomac river",158
"34","the harlem river driveamsterdam",139
"35","missouri river runner train",138
"36","river avenue blues",136
"37","the shark river styx band",136
"38","new antique podcast 3 features joe gideon",133
"39","the platte river",132
"40","the james river",127
"41","new antique podcast",124
"42","shpongle tony assassin river styx yasmin kahn embed jc001 lee harris",122
"43","the new river",114
"44","your listen linkgtgt",112
"45","a  playlist",101
"46","nj side east",101
"47","the following rivers",101
"48","a video editing freelancer",100
"49","affecting crittendendesoto and shelby counties",100
"50","the spoon river anthology",100
"51","the st joseph river",98
"52","a young mans body",97
"53","a murder mystery",96
"54","the harlem river dramsterdam",96
"55","the first installment",94
"56","competitive lee kwang soo",93
"57","ironman race fort",92
"58","the chicago river",92
"59","hudson river swimmer",91
"60","the gwb lower level",90
"61","tommy lee jones",90
"62","309 southgate shopping center",87
"63","marley  river",87
"64","masterss spoon river ant",87
"65","18501904 river lee conservancy",85
"66","spoon river anthology edgar",85
"67","the solicitor general",85
"68","payton  lonesome river blues",84
"69","the lee fields",84
"70","the  river",83
"71","413 elden st herndon",82
"72","river lee hotel",82
"73","the river thames",82
"74","antologia di spoon river",81
"75","indian river county",81
"76","the dead man",81
"77","the other side",81
"78","your best life",79
"79","river ave blues",78
"80","the flood warning",78
"81","ritenour  river man",76
"82","sterling blvd sterling park",75
"83","the south channel",75
"84","hotel lancaster quay cork",74
"85","robert e lee",74
"86","just a river",73
"87","ritenour feat joey defrancesco",73
"88","various river sites",72
"89","lee byung hun",71
"90","their clinch mountain clan",69
"91","toms river",68
"92","7414 little river turnpike annandale 9596 old keene mill road burke",67
"93","the 7522 radio hot track",67
"94","incredible aerial photo",66
"95","1 night bb",64
"96","cheshire station plaza dale city",64
"97","lee min jung",64
"98","missing columbia student",64
"99","the caloosahatchee river",64
"100","travelog  hozugawa kudari",64
"101","street photography cork photo copyright",63
"102","edgar lee masters author",62
"103","the hozu river",62
"104","the ohio river",62
"105","2014 chevrolet express",61
"106","35  189 lee highway warrenton",61
"107","the geocache river",60
"108","jo van fleet",59
"109","lazy river",59
"110","the beautiful river",59
"111","choi yoo hwa",58
"112","cork city centre",58
"113","the missouri river",58
"114","the 7522 hit maker radio charts",57
"115","a 2 0 keeper",56
"116","2 nights bandb",55
"117","full video click",55
"118","rough lesbian strap",55
"119","the civil war",53
"120","the rapidan river",53
"121","the saigon river",53
"122","the st johns river",53
"123","the yellow river game ranch",53
"124","the river beane",52
"125","the lee valley",51
"126","u+300c>kizu river",51
"127","the first time",50
"128","2 sglepalb streaming",49
"129","a local wedding planner",49
"130","a local cpa",48
"131","beane river view",48
"132","floodhit pa communities",48
"133","gila river arena",48
"134","spoon river anthologyedgar lee masters",48
"135","lewis  whiskey river",47
"136","our 7522 radio hot pick album",47
"137","the lazy river",47
"138","the rappahannock river",47
"139","the tomorrow river",47
"140","rt winner nov16th tandc",46
"141","the rock river",46
"142","a hole lot",45
"143","frandton  green river",45
"144","jerry lee hammer",45
"145","stunning drone footage",45
"146","the lee navigation",45
