"","text","n"
"1","the last tree",15511
"2","a new path",13890
"3","the last river",13802
"4","the last fish",10844
"5","an obstacle crystal middlemas",2897
"6","the river side",2370
"7","a 5 yo girl",1926
"8","tw rape violence",1850
"9","tag 5 people",1353
"10","a 5yo girl",945
"11","the river sideall slit",699
"12","panna tiger reserve",637
"13","my forthcoming offense",495
"14","the mississippi river",475
"15","a short cut",396
"16","the colorado river",396
"17","the bait bobbed",393
"18","the hustling breeze",392
"19","bodycon dress fast postage",327
"20","a paragraph means",316
"21","the bank walk pedestrians",316
"22","her stepfathertag 5 people",298
"23","the last trees",291
"24","the hudson river",282
"25","the final cut",279
"26","stunning river island",240
"27","the other side",230
"28","a  video",210
"29","21 lakh tre",202
"30","due ken betwa river project",202
"31","a paper cut",201
"32","an obstacle andand",194
"33","the nile river",192
"34","george washingtons ice cream recipe",188
"35","the potomac river",188
"36","the river bank",185
"37","the west credit river watershed",168
"38","a fucking river",165
"39","ken beta river link",163
"40","the ohio river",163
"41","a new pathwhenever",161
"42","the endless river",159
"43","the upended hull",157
"44","rice cut grass",150
"45","the russian river",150
"46","northwest wind farms plants",144
"47","all the roads",139
"48","hundreds large cranes",139
"49","the east river",136
"50","the moorland |",135
"51","the river thames",133
"52","all the trees",131
"53","the river walk",129
"54","cree indian prophecy",128
"55","the eastern star",127
"56","the euphrates river",127
"57","the cut river bridge",119
"58","the  river",116
"59","the cut river rivalry soccer",116
"60","the grand canyon",116
"61","the missouri river",116
"62","very affordable brilliant quality",116
"63","the red river",115
"64","the lazy river",112
"65","ethiopias massive new dam",110
"66","a tax cut",108
"67","trump golf club",108
"68","a 40000strong footrace",107
"69","sf   san francisco",106
"70","the first time",106
"71","cut river bridge",104
"72","the battle bow",103
"73","the virgin river",103
"74","this puppys foot",101
"75","red river credit union panola plaza",100
"76","30 lakhs trees",99
"77","lake okeechobee discharges",99
"78","the national park service",99
"79","the cut worm",98
"80","a cruel person",95
"81","downthe last river",94
"82","the detroit river",93
"83","the la river",91
"84","a homeless man",90
"85","a chinese worker",89
"86","powder river basin",89
"87","a pay cut",88
"88","fresh cut grass",88
"89","not the same tree",88
"90","machine cut stones",87
"91","the river hawks",87
"92","about a dozen trees cut",86
"93","the rio grande river",86
"94","zion national park",86
"95","historical drama river",84
"96","that a wise man",84
"97","colorado river water",83
"98","the flint river",83
"99","poisonedthe last fish",81
"100","antwerp  belgian city",80
"101","bnwt river island size 16 black lace",80
"102","colorado river flow",80
"103","the new cut",80
"104","the river styx",80
"105","douro wine region",79
"106","high river hospital",79
"107","river valley projects",79
"108","the first cut",79
"109","2015 mgmt policies",78
"110","2nd most endangered river",78
"111","a posthuman breathing",78
"112","chicago cut steakhouse",78
"113","the left bank",78
"114","the river bed",78
"115","his river view",77
"116","side cut metropark",77
"117","the validity period",77
"118","savannah river agate hand cut cabochon",76
"119","this amazing canyon",76
"120","yajur veda section19",76
"121","cross river state",75
"122","the maumee river",75
"123","river rock shower",73
"124","a deep cut",72
"125","the right bank",71
"126","23 lakhs trees",70
"127","native american proverb",70
"128","the chicago river",70
"129","a power cut",69
"130","the last animal",69
"131","tw  rape violence",69
"132","a raging river",68
"133","the amazon river",68
"134","downthe last fish",67
"135","the delaware river",66
"136","the river nile",66
"137","a narrow valley",65
"138","a new obstacle",65
"139","cutthe last river",65
"140","the columbia river",65
"141","kaza spiti himachal india",64
"142","river road race leather motorcycle jacket",64
"143","the short cut",64
"144","the spiti river",64
"145","the cut river",63
"146","a 5 year girl",62
"147","a 5 year old girl",61
"148","the trim cut antiflap snap collar",61
"149","the water supply",61
"150","a momentary lapse",60
"151","tag 4 people",60
"152","the last tree cut",60
"153","old man river",59
"154","the river lea",59
"155","a  playlist",58
"156","the washington post",58
"157","exmoor river reset",57
"158","the jordan river",57
"159","the same cloth",57
"160","the slightest rip",57
"161","a 5 years girl",55
"162","her coloured hair",55
"163","rd    river oaks",55
"164","the black river",55
"165","the river banks",55
"166","853 x 1280 px",54
"167","a fresh cut",54
"168","flood alert tidal river stour area",54
"169","the muddy river",54
"170","1  red river credit union panola plaza",53
"171","a lazy river",53
"172","the same river",53
"173","this dogs leg",53
"174","east river park",52
"175","james river group",52
"176","the dark side",52
"177","just a river",51
"178","the river kwai",51
"179","the wye river",51
"180","money  cree indian proverb",50
"181","snake river farms",50
"182","the dried out aami river",50
"183","the river valley",50
"184","welsh ministers",50
"185","mercantile asset management llp",49
"186","owl  papercourt water meadows",49
"187","real paper cut",49
"188","the icon a5",49
"189","the james river",49
"190","the only direction",49
"191","the snake river",49
"192","$jrvr cut",48
"193","2  red river credit union panola plaza",47
"194","a frozen river",47
"195","an obstaclecrystal middlemas",47
"196","cloud cuckoo land",47
"197","the river cats",47
"198","cree indian proverb",46
"199","her step father",46
"200","washington redskins owner dan snyder",46
"201","a colorful canyon",45
"202","a national park",45
"203","an oxbow lake",45
"204","his incredible rescue video",45
"205","river island floral print",45
"206","the river water",45
"207","the same time",45
"208","an obstacle    crystal middlemas",44
"209","antwerp belgian citythat",44
"210","hot pant shorts",44
"211","open back prom dress",44
"212","tannery lane cross footbridge",44
"213","the middle man",44
"214","11simba roofing tiles",43
"215","an almost affordable personal plane",43
