"","text","n"
"1","the river thames",3579
"2","my equivalent motherson moment",1840
"3","thames valley police",1572
"4","cambridge boat race",1207
"5","the boat race",933
"6","a new college room",789
"7","the oxford area",710
"8","osney lock and rail bridge",646
"9","the river cherwell",620
"10","the thames path",618
"11","the thames valley",549
"12","oxfordcambridge boat race",541
"13","up to 373 girls",535
"14","sex abuse victims",533
"15","the river<U+FFFD>",529
"16","the oxford vaccine trial",506
"17","the river isis oxford",504
"18","flood alert river thames",471
"19","avon cheltenham kingston",469
"20","the wold stratford",469
"21","oxford thames valley police",444
"22","the first two volumes",430
"23","flood alert river cherwell",415
"24","four pillars hotel",381
"25","the river isis",378
