"","X","text","n"
"1",1,"the new river",62
"2",2,"the east reservoir",46
"3",3,"nearly 200 years",13
"4",4,"newington east reservoir",12
"5",5,"stoke newington east reservoir",10
"6",6,"stoke newington church street",9
"7",7,"newington church street",7
"8",8,"stoke newington east",4
"9",9,"the engine house",4
"10",10,"new river head",3
"11",11,"the manmade canal",3
"12",12,"the manmade waterway",3
"13",13,"woodberry down bridge",3
"14",14,"1948  demolition",2
"15",15,"a crescent pond",2
"16",16,"a local candaign",2
"17",17,"a water reserve",2
"18",18,"aden terrace petherton road",2
"19",19,"affluent paradise row",2
"20",20,"new woodberry wetlands scheme",2
"21",21,"stoke newington church st",2
"22",22,"the hackney brook",2
"23",23,"the new river companys",2
"24",24,"the new river water",2
"25",25,"the original course",2
