"","X","text","n"
"1",1,"the river thames",166
"2",2,"the river ravensbourne",156
"3",3,"the ravensbourne river",126
"4",4,"the river pool",67
"5",5,"nj 47 maurice river twp",66
"6",6,"nj 42 deptford twp",60
"7",7,"station travel zone",53
"8",8,"the delaware river",37
"9",9,"the timberyard collection brand",35
"10",10,"archive walking route 2 spring park",34
"11",11,"new  landings  apartments",24
"12",12,"surrey quays station zone",24
"13",13,"british soldier",21
"14",14,"nj 42 deptford twp  traffic shift",20
"15",15,"the london borough",18
"16",16,"the pool river",18
"17",17,"1 2 and 3 bedroom flats",17
"18",18,"beckenham place park",16
"19",19,"the south bank",16
"20",20,"london  deptford landings",15
"21",21,"nj 47 maurice river",15
"22",22,"kingfisher day river ravensbourne lewisham",14
"23",23,"river thames deptford murder",14
"24",24,"our full beer menu",13
"25",25,"southeast london england",13
