"","X","text","n"
"1",1,"the river teise",53
"2",2,"lesser teise area",49
"3",3,"flood alert river teise",36
"4",4,"flood alert river teise area",34
"5",5,"flood warning river beult",20
"6",6,"flood warning river medway river teise",18
"7",7,"flood warning river teise",17
"8",8,"normal river teise",14
"9",9,"the wealden cloth industry",11
"10",10,"normal river teise area",8
"11",11,"722pm 03012016 river teise",3
"12",12,"force 812pm 07012016 river teise",3
"13",13,"the lesser teise",3
"14",14,"the river bewl",3
"15",15,"11 flood alerts",2
"16",16,"400 new houses",2
"17",17,"deepest kent cacketts farmhouse",2
"18",18,"flood alert 812pm 22062016 river teise area",2
"19",19,"force now river teise area",2
"20",20,"the  catchment",2
"21",21,"the environment agency",2
"22",22,"the flood plain",2
"23",23,"the lesser teise planned site",2
"24",24,"0038 21 december",1
"25",25,"04012016 river teise area",1
