"","X","text","n"
"1",1,"mytchett lake road",18
"2",2,"a heath fire",3
"3",3,"gas main work",3
"4",4,"mytchett mytchett place road",3
"5",5,"mytchett place road",3
"6",6,"mytchett place road and mytchett lake road most surrounding roads",3
"7",7,"the basingstoke canal",3
"8",8,"mytchett  mytchett place road",2
"9",9,"the album mytchett lake",2
"10",10,"the canal centre",2
"11",11,"the frozen lake",2
"12",12,"the mytchett lake",2
"13",13,"the new wave swim buoy",2
"14",14,"the railway bridge",2
"15",15,"> <u+000fe4ea> lake",1
"16",16,"1117 feb  network rail",1
"17",17,"12 mytchett lake",1
"18",18,"14 oct  mytchett",1
"19",19,"15c new 800m loop",1
"20",20,"18 oct  horseshoe lake places",1
"21",21,"2 common terns",1
"22",22,"252  male goosander  mytchett lake",1
"23",23,"32  male goosander  mytchett lake far corner",1
"24",24,"5  hawley lake",1
"25",25,"a 630am start",1
