"","text","n"
"1","the mississippi river",912
"2","east altonwood river",394
"3","east alton wood river",301
"4","alton gas destructive salt cavern project",300
"5","the flood warning",206
"6","congo river rapids",179
"7","the great river road",152
"8","alton baker park",122
"9","the river rapids",118
"10","the shubenacadie river",109
"11","the river road",102
"12","the floyd river",100
"13","the following river",100
"14","great river road",88
"15","east altonwood river high school",75
"16","a  video",74
"17","great river road alton",74
"18","alton daily news",66
"19","clark bridge clark bridge mississippi river alton",64
"20","severe thunderstorm warning",62
"21","the great rivers",57
"22","the alton river dragons",56
"23","the mother road",52
"24","736 pound catfish",50
"25","the great river",50
"26","the following rivers",47
"27","scenic byway visit alton",44
"28","the congo river rapids",44
"29","illinois and missouri mississippi river",42
"30","west alton mo",42
"31","alton telegraph",39
"32","alton wood river",39
"33","beach park belleville",39
"34","minor fs crest",36
"35","the st johns river",36
"36","the willamette river",36
"37","congo river rapids alton staffordshire",35
"38","warrenville washington waterloo waukegan wheaton wood river woodridge",34
"39","companys river research",33
"40","west alton missouri",33
"41","alton gas critics",32
"42","a  playlist",30
"43","east alton wood river high school",30
"44","illinoismissouri the mississippi river",30
"45","melvin price locks",29
"46","alton gas dump saltwater",28
"47","the alton gas project",28
"48","the clark bridge",28
"49","iowa floyd river",27
"50","ld21 chester canton",27
"51","picturesque river city",27
"52","soc east altonwood river",27
"53","the congo river",27
"54","22 times trudeau government",26
"55","sterling streamwood swansea third lake tinley",26
"56","river flood warning time",24
"57","illinoismissouri mississippi river",23
"58","the  river",23
"59","alton anna belleville",22
"60","state street alton",22
"61","the missouri river",22
"62","haunted mcpike mansion",21
"63","other haunted locations",21
"64","the most haunted towns",21
"65","alton gas protesters",20
"66","shubenacadie river site",20
"67","the coast guard",20
"68","the river dragons",20
"69","wood river il",20
"70","mississippi river levee breach",19
"71","small miss river oil spill alton",19
"72","the swollen missouri river",19
"73","wood river woodridge",19
"74","alton marquette beats",17
"75","river towns brace",17
"76","wood river man",17
"77","alton antioch arlington heights",16
"78","the sipeknekatik river",16
"79","their own shubenacadie river research",16
"80","a flood warning",15
"81","alton gas project",15
"82","alton river festival",15
"83","river bend yoga",15
"84","the shubie river",15
"85","the x factor",15
"86","west alton one person",15
"87","wood river police",15
"88","alton river dragons",14
"89","alton towers river rapids",14
"90","another missouri levee",14
"91","east alton  wood river",14
"92","minor flood cat",14
"93","the mighty mississippi",14
"94","the piasa bird",14
"95","voluntary evacuation order",14
"96","west alton missouri t",14
"97","wood river woman",14
"98","alsip alton anna aurora bartlett batavia belleville",13
"99","gbb east altonwood river",13
"100","major fs crest",13
"101","mississippi river alton",13
"102","st johns river showdown",13
"103","the east altonwood river high school oilers",13
"104","the mississippi river alton illinois",13
"105","weight loss con",13
"106","west alton border",13
"107","845 pm cdt",12
"108","a 3 0 keeper",12
"109","a bull shark",12
"110","epic mississippi river flooding aerial shots",12
"111","jane doe west altons body",12
