"","X","text","n"
"1",1,"east warwick reservoir",46
"2",2,"the east warwick reservoir",8
"3",3,"the east warwick reservoir path",3
"4",4,"warwick reservoir east",3
"5",5,"the south side",2
"6",6,"warwick east reservoir",2
"7",7,">pedestrian priority",1
"8",8,"12 shelduck shoveler 1 grey",1
"9",9,"18 large skipper",1
"10",10,"1979 bbc nationwide report",1
"11",11,"2 x emporer moth",1
"12",12,"22+ little egret",1
"13",13,"3 and cormorant island  view",1
"14",14,"7045 007 miles",1
"15",15,"a bird hide",1
"16",16,"a breeding pair mother",1
"17",17,"a burnet companion",1
"18",18,"a common scoter",1
"19",19,"a coot chick",1
"20",20,"a eurocopter as355f2 callsign gtvhd",1
"21",21,"a few shots",1
"22",22,"a green hairstreak",1
"23",23,"a grey heron",1
"24",24,"a herring gull",1
"25",25,"a late juv willow warb",1
