"","X","text","n"
"1",1,"the loddon river",496
"2",2,"the river loddon",433
"3",3,"the river thames confluence",271
"4",4,"flood alert lower river loddon",254
"5",5,"lower river loddon",199
"6",6,"moderate flood warning",141
"7",7,"flood alert upper river loddon",101
"8",8,"major flood warning",86
"9",9,"upper river loddon",63
"10",10,"minor flood warning",53
"11",11,"the river chet",48
"12",12,"the lower loddon river",36
"13",13,"normal lower river loddon",32
"14",14,"flood warning river loddon",30
"15",15,"river chet loddon",21
"16",16,"the environment agency",21
"17",17,"the loddon river downstream",21
"18",18,"normal upper river loddon",18
"19",19,"the  river",18
"20",20,"a flood alert",17
"21",21,"a small market town",16
"22",22,"flood alert upper river",16
"23",23,"loddon river sheepwash creek",16
"24",24,"the lower river loddon",16
"25",25,"oneoff residential designs",14
